notion_row_id,product_id,production_type,source_matrix_id,prompt_pack_id,motivation_id,angle_id,hook_id,subhook_id,usp_id,cta_id,angle_name,angle_family,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,primary_bucket,secondary_bucket,headline_or_hook,subheadline_or_subhook,usp_text,cta_text,format_family,platform_surface_fit,creative_output_type,raw_claim_tolerance,production_review_required,operator_edit_required,recommended_view,priority_score,production_notes,source_batch,row_status
MWTCB_NOTION_ROW_0099,MWTCB_25ML,video,MWTCB_VIDMAT_099,MWTCB_VID_PACK_099,MWTCB_25ML__zip_csv__BM056,MWTCB_ANG_025,MWTCB_HOOK_075,MWTCB_SUBHOOK_075,MWTCB_USP_049,MWTCB_CTA_025,Gatal Nyamuk Kebun Belakang,family_home,warm_interest,anak_beli_untuk_parent,SOFT,malam,fear_of_not_having,STANDBY_BEFORE_NEED,FAMILY_HOME,Pernah tak korang gelabah bila gigitan serangga ketika membersihkan kebun belakang rumah yang menyebabkan gatal berpanjangan?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,Herba asli tradisional tanpa bahan kimia merosakkan kulit.,Standby satu botol untuk aktiviti luar.,UGC,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0100,MWTCB_25ML,video,MWTCB_VIDMAT_100,MWTCB_VID_PACK_100,MWTCB_25ML__zip_csv__BM056,MWTCB_ANG_025,MWTCB_HOOK_073,MWTCB_SUBHOOK_074,MWTCB_USP_050,MWTCB_CTA_025,Gatal Nyamuk Kebun Belakang,family_home,warm_interest,anak_beli_untuk_parent,SOFT,malam,fear_of_not_having,STANDBY_BEFORE_NEED,FAMILY_HOME,Tengah sedap lepak luar kena gigit nyamuk? Gatal sampai luka digarut.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan gatal-gatal digigit nyamuk.,Sediaan herba asli tradisional untuk standby keluarga.,Standby satu botol untuk aktiviti luar.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,25,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0101,MWTCB_25ML,video,MWTCB_VIDMAT_101,MWTCB_VID_PACK_101,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_026,MWTCB_HOOK_076,MWTCB_SUBHOOK_076,MWTCB_USP_051,MWTCB_CTA_026,Almari Mak Ayah Wajib Lengkap,family_home,cold_scroll,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,Mak ayah kita bukan saja-saja simpan minyak macam ni.,Benda kecil ni selalu dicari bila satu rumah mula mengadu lenguh.,Formula asli 1958 yang dipercayai bertahun-tahun.,Order sekarang untuk lengkapkan almari rumah kau.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0102,MWTCB_25ML,video,MWTCB_VIDMAT_102,MWTCB_VID_PACK_102,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_026,MWTCB_HOOK_077,MWTCB_SUBHOOK_077,MWTCB_USP_051,MWTCB_CTA_026,Almari Mak Ayah Wajib Lengkap,family_home,cold_scroll,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,"Bila mengikuti habit orang tua yang meletakkan minyak tradisional di tempat khas rumah, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,Formula asli 1958 yang dipercayai bertahun-tahun.,Order sekarang untuk lengkapkan almari rumah kau.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0103,MWTCB_25ML,video,MWTCB_VIDMAT_103,MWTCB_VID_PACK_103,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_026,MWTCB_HOOK_078,MWTCB_SUBHOOK_078,MWTCB_USP_051,MWTCB_CTA_026,Almari Mak Ayah Wajib Lengkap,family_home,cold_scroll,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,Pernah tak korang gelabah bila mengikuti habit orang tua yang meletakkan minyak tradisional di tempat khas rumah?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Formula asli 1958 yang dipercayai bertahun-tahun.,Order sekarang untuk lengkapkan almari rumah kau.,UGC,poster_ads,VIDEO_CREATIVE_BRIEF,MEDIUM,NO,OPTIONAL,BATCH_REVIEW,62,Medium claim tolerance — batch review recommended. Submit only after operator spot-check.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0104,MWTCB_25ML,video,MWTCB_VIDMAT_104,MWTCB_VID_PACK_104,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_026,MWTCB_HOOK_076,MWTCB_SUBHOOK_077,MWTCB_USP_052,MWTCB_CTA_026,Almari Mak Ayah Wajib Lengkap,family_home,cold_scroll,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,Mak ayah kita bukan saja-saja simpan minyak macam ni.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,Petua turun-temurun sejak 1958 yang dipercayai.,Order sekarang untuk lengkapkan almari rumah kau.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0105,MWTCB_25ML,video,MWTCB_VIDMAT_105,MWTCB_VID_PACK_105,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_027,MWTCB_HOOK_079,MWTCB_SUBHOOK_079,MWTCB_USP_053,MWTCB_CTA_027,Petua Orang Lama Rumah Moden,modern_home_traditional_item,cold_scroll,family_home_buyer,BOLD,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,"Rumah minimalis scandi tapi bila urat tegang, petua orang lama juga yang dicari.",Jangan biar dekorasi moden buat kau lupa barang standby paling berguna.,Cap merah minyak hijau warisan asli 1958.,Sauk sebiji letak tepi tv.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0106,MWTCB_25ML,video,MWTCB_VIDMAT_106,MWTCB_VID_PACK_106,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_027,MWTCB_HOOK_080,MWTCB_SUBHOOK_080,MWTCB_USP_053,MWTCB_CTA_027,Petua Orang Lama Rumah Moden,modern_home_traditional_item,cold_scroll,family_home_buyer,BOLD,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,"Bila walaupun tinggal di kondo/apartment moden, minyak tradisional wajib ada, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Cap merah minyak hijau warisan asli 1958.,Sauk sebiji letak tepi tv.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0107,MWTCB_25ML,video,MWTCB_VIDMAT_107,MWTCB_VID_PACK_107,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_027,MWTCB_HOOK_081,MWTCB_SUBHOOK_081,MWTCB_USP_053,MWTCB_CTA_027,Petua Orang Lama Rumah Moden,modern_home_traditional_item,cold_scroll,family_home_buyer,BOLD,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,"Jangan biar anak bini menanggung siksa sebab walaupun tinggal di kondo/apartment moden, minyak tradisional wajib ada!",Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Cap merah minyak hijau warisan asli 1958.,Sauk sebiji letak tepi tv.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0108,MWTCB_25ML,video,MWTCB_VIDMAT_108,MWTCB_VID_PACK_108,MWTCB_25ML__xlsx__BM003,MWTCB_ANG_027,MWTCB_HOOK_079,MWTCB_SUBHOOK_080,MWTCB_USP_054,MWTCB_CTA_027,Petua Orang Lama Rumah Moden,modern_home_traditional_item,cold_scroll,family_home_buyer,BOLD,rumah,family_responsibility,FAMILY_HOME,NOSTALGIA_TRUST,"Rumah minimalis scandi tapi bila urat tegang, petua orang lama juga yang dicari.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua turun-temurun sejak 1958 yang dipercayai.,Sauk sebiji letak tepi tv.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0109,MWTCB_25ML,video,MWTCB_VIDMAT_109,MWTCB_VID_PACK_109,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_028,MWTCB_HOOK_082,MWTCB_SUBHOOK_082,MWTCB_USP_055,MWTCB_CTA_028,Ego Rumah Cantik Tanpa Standby,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,"Rumah cantik nak mati, tapi minyak angin standby sebotol pun tarak.",Jangan tunggu perut memulas baru nak sedar hiasan tak boleh hilangkan senak.,Sediakan Cap Burung sejak 1958 dalam laci kecemasan.,Dapatkan set standby rumah hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0110,MWTCB_25ML,video,MWTCB_VIDMAT_110,MWTCB_VID_PACK_110,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_028,MWTCB_HOOK_083,MWTCB_SUBHOOK_083,MWTCB_USP_055,MWTCB_CTA_028,Ego Rumah Cantik Tanpa Standby,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,"Bila sindiran kepada pemilik rumah yang fokus pada hiasan tetapi tiada barangan asas kesihatan, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Sediakan Cap Burung sejak 1958 dalam laci kecemasan.,Dapatkan set standby rumah hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0111,MWTCB_25ML,video,MWTCB_VIDMAT_111,MWTCB_VID_PACK_111,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_028,MWTCB_HOOK_084,MWTCB_SUBHOOK_084,MWTCB_USP_055,MWTCB_CTA_028,Ego Rumah Cantik Tanpa Standby,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,Jangan biar anak bini menanggung siksa sebab sindiran kepada pemilik rumah yang fokus pada hiasan tetapi tiada barangan asas kesihatan!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Sediakan Cap Burung sejak 1958 dalam laci kecemasan.,Dapatkan set standby rumah hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0112,MWTCB_25ML,video,MWTCB_VIDMAT_112,MWTCB_VID_PACK_112,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_028,MWTCB_HOOK_082,MWTCB_SUBHOOK_083,MWTCB_USP_056,MWTCB_CTA_028,Ego Rumah Cantik Tanpa Standby,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,"Rumah cantik nak mati, tapi minyak angin standby sebotol pun tarak.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua turun-temurun sejak 1958 yang dipercayai.,Dapatkan set standby rumah hari ini.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0113,MWTCB_25ML,video,MWTCB_VIDMAT_113,MWTCB_VID_PACK_113,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_029,MWTCB_HOOK_085,MWTCB_SUBHOOK_085,MWTCB_USP_057,MWTCB_CTA_029,Ubat Pinjam Jiran,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,Takkan minyak angin standby pun nak kena ketuk pintu jiran?,Simpan satu botol Cap Burung di rumah supaya tidak menyusahkan orang lain.,Formula asli herba pekat mudah simpan.,"Klik beli, standby rumah sendiri.",GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0114,MWTCB_25ML,video,MWTCB_VIDMAT_114,MWTCB_VID_PACK_114,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_029,MWTCB_HOOK_086,MWTCB_SUBHOOK_086,MWTCB_USP_057,MWTCB_CTA_029,Ubat Pinjam Jiran,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,"Bila rasa malu apabila terpaksa mengetuk pintu jiran malam hari hanya untuk meminta minyak angin, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Formula asli herba pekat mudah simpan.,"Klik beli, standby rumah sendiri.",GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0115,MWTCB_25ML,video,MWTCB_VIDMAT_115,MWTCB_VID_PACK_115,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_029,MWTCB_HOOK_087,MWTCB_SUBHOOK_087,MWTCB_USP_057,MWTCB_CTA_029,Ubat Pinjam Jiran,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,Jangan biar anak bini menanggung siksa sebab rasa malu apabila terpaksa mengetuk pintu jiran malam hari hanya untuk meminta minyak angin!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Formula asli herba pekat mudah simpan.,"Klik beli, standby rumah sendiri.",GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0116,MWTCB_25ML,video,MWTCB_VIDMAT_116,MWTCB_VID_PACK_116,MWTCB_25ML__xlsx__BM013,MWTCB_ANG_029,MWTCB_HOOK_085,MWTCB_SUBHOOK_086,MWTCB_USP_058,MWTCB_CTA_029,Ubat Pinjam Jiran,family_home,cold_scroll,family_home_buyer,BOLD,rumah,household_readiness,FAMILY_HOME,STANDBY_BEFORE_NEED,Takkan minyak angin standby pun nak kena ketuk pintu jiran?,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua turun-temurun sejak 1958 yang dipercayai.,"Klik beli, standby rumah sendiri.",GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0117,MWTCB_25ML,video,MWTCB_VIDMAT_117,MWTCB_VID_PACK_117,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_030,MWTCB_HOOK_088,MWTCB_SUBHOOK_088,MWTCB_USP_059,MWTCB_CTA_030,Minyak Milik Seisi Keluarga,family_home,cold_scroll,universal_household,MODERATE,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,Dalam rumah mesti ada satu barang yang semua orang cari bila badan tak selesa.,Cap merah minyak hijau ni memang penyelamat urat satu keluarga.,Formula herba tradisional asli yang selamat dan berkesan.,Beli set borong keluarga sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0118,MWTCB_25ML,video,MWTCB_VIDMAT_118,MWTCB_VID_PACK_118,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_030,MWTCB_HOOK_089,MWTCB_SUBHOOK_089,MWTCB_USP_059,MWTCB_CTA_030,Minyak Milik Seisi Keluarga,family_home,cold_scroll,universal_household,MODERATE,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,"Bila minyak angin yang menjadi rujukan utama seluruh ahli keluarga ketika sakit, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Formula herba tradisional asli yang selamat dan berkesan.,Beli set borong keluarga sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0119,MWTCB_25ML,video,MWTCB_VIDMAT_119,MWTCB_VID_PACK_119,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_030,MWTCB_HOOK_090,MWTCB_SUBHOOK_090,MWTCB_USP_059,MWTCB_CTA_030,Minyak Milik Seisi Keluarga,family_home,cold_scroll,universal_household,MODERATE,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,Pernah tak korang gelabah bila minyak angin yang menjadi rujukan utama seluruh ahli keluarga ketika sakit?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Formula herba tradisional asli yang selamat dan berkesan.,Beli set borong keluarga sekarang.,UGC,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0120,MWTCB_25ML,video,MWTCB_VIDMAT_120,MWTCB_VID_PACK_120,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_030,MWTCB_HOOK_088,MWTCB_SUBHOOK_089,MWTCB_USP_060,MWTCB_CTA_030,Minyak Milik Seisi Keluarga,family_home,cold_scroll,universal_household,MODERATE,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,Dalam rumah mesti ada satu barang yang semua orang cari bila badan tak selesa.,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua turun-temurun sejak 1958 yang dipercayai.,Beli set borong keluarga sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0121,MWTCB_25ML,video,MWTCB_VIDMAT_121,MWTCB_VID_PACK_121,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_031,MWTCB_HOOK_091,MWTCB_SUBHOOK_091,MWTCB_USP_061,MWTCB_CTA_031,Responsibility Si Suami,persona_specific,cold_scroll,universal_household,BOLD,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,"Bila rumah kecoh cari minyak, jangan jadi suami yang cuma tahu tanya 'mana letak?'",Jadi hero rumah yang sediakan barang standby sebelum diminta.,Petua Turun Temurun 1958 untuk urat tegang.,Beli untuk isteri tercinta sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0122,MWTCB_25ML,video,MWTCB_VIDMAT_122,MWTCB_VID_PACK_122,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_031,MWTCB_HOOK_092,MWTCB_SUBHOOK_092,MWTCB_USP_061,MWTCB_CTA_031,Responsibility Si Suami,persona_specific,cold_scroll,universal_household,BOLD,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,"Bila tanggungjawab suami menyediakan ubat standby untuk isteri dan anak-anak, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua Turun Temurun 1958 untuk urat tegang.,Beli untuk isteri tercinta sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0123,MWTCB_25ML,video,MWTCB_VIDMAT_123,MWTCB_VID_PACK_123,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_031,MWTCB_HOOK_093,MWTCB_SUBHOOK_093,MWTCB_USP_061,MWTCB_CTA_031,Responsibility Si Suami,persona_specific,cold_scroll,universal_household,BOLD,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,Jangan biar anak bini menanggung siksa sebab tanggungjawab suami menyediakan ubat standby untuk isteri dan anak-anak!,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Petua Turun Temurun 1958 untuk urat tegang.,Beli untuk isteri tercinta sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0124,MWTCB_25ML,video,MWTCB_VIDMAT_124,MWTCB_VID_PACK_124,MWTCB_25ML__xlsx__BM016,MWTCB_ANG_031,MWTCB_HOOK_091,MWTCB_SUBHOOK_092,MWTCB_USP_062,MWTCB_CTA_031,Responsibility Si Suami,persona_specific,cold_scroll,universal_household,BOLD,rumah,household_readiness,FAMILY_HOME,PRACTICAL_STORAGE,"Bila rumah kecoh cari minyak, jangan jadi suami yang cuma tahu tanya 'mana letak?'",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,Petua turun-temurun sejak 1958 yang dipercayai.,Beli untuk isteri tercinta sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,18,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0125,MWTCB_25ML,video,MWTCB_VIDMAT_125,MWTCB_VID_PACK_125,MWTCB_25ML__xlsx__BM017,MWTCB_ANG_032,MWTCB_HOOK_094,MWTCB_SUBHOOK_094,MWTCB_USP_063,MWTCB_CTA_032,Bukan Hadiah Hiasan,gift_for_parents,warm_interest,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,PERSONA_SPECIFIC,Nak belikan mak ayah sesuatu? Jangan asyik beli benda hiasan habuk.,Bagi mereka minyak warisan yang mereka memang guna dan kenal.,Formula Asli Sejak 1958 tradisi tulen.,Hantar set kasih sayang untuk mak ayah sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,MEDIUM,NO,OPTIONAL,BATCH_REVIEW,62,Medium claim tolerance — batch review recommended. Submit only after operator spot-check.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0126,MWTCB_25ML,video,MWTCB_VIDMAT_126,MWTCB_VID_PACK_126,MWTCB_25ML__xlsx__BM017,MWTCB_ANG_032,MWTCB_HOOK_095,MWTCB_SUBHOOK_095,MWTCB_USP_063,MWTCB_CTA_032,Bukan Hadiah Hiasan,gift_for_parents,warm_interest,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,PERSONA_SPECIFIC,"Bila hadiah praktikal untuk orang tua yang lebih bernilai daripada barangan hiasan, satu rumah boleh kelam-kabut.",Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,Formula Asli Sejak 1958 tradisi tulen.,Hantar set kasih sayang untuk mak ayah sekarang.,GENERAL,poster_ads,VIDEO_CREATIVE_BRIEF,HIGH,YES,YES,OPERATOR_FIRST,22,High claim tolerance — operator must review before production hand-off. Do not submit to engine without sign-off.,2026-06-19_part8_notion_prompt_pack,draft
MWTCB_NOTION_ROW_0127,MWTCB_25ML,video,MWTCB_VIDMAT_127,MWTCB_VID_PACK_127,MWTCB_25ML__xlsx__BM017,MWTCB_ANG_032,MWTCB_HOOK_096,MWTCB_SUBHOOK_096,MWTCB_USP_063,MWTCB_CTA_032,Bukan Hadiah Hiasan,gift_for_parents,warm_interest,family_home_buyer,MODERATE,rumah,family_responsibility,FAMILY_HOME,PERSONA_SPECIFIC,Pernah tak korang gelabah bila hadiah praktikal untuk orang tua yang lebih bernilai daripada barangan hiasan?,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,Formula Asli Sejak 1958 tradisi tulen.,Hantar set kasih sayang untuk mak ayah sekarang.,UGC,poster_ads,VIDEO_CREATIVE_BRIEF,MEDIUM,NO,OPTIONAL,BATCH_REVIEW,62,Medium claim tolerance — batch review recommended. Submit only after operator spot-check.,2026-06-19_part8_notion_prompt_pack,draft
