motivation_classification_row_id,product_id,source_motivation_id,source_motivation_id_raw,motivation_batch_key,buyer_motivation_row_id,source_file,source_sheet,source_batch,import_version,source_sequence,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,best_content_format,best_platform_surface,bundle_potential,repeat_purchase_potential,strongest_hook_from_this_motivation,expansion_priority,notes_for_angle_generation
MWTCB_25ML__xlsx__BM050,MWTCB_25ML,BM050,BM050,2026-06-19_xlsx__BM050,MWTCB_25ML__xlsx__BM050,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,50,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,kereta,fear_of_not_having,POV_scene,TikTok_Shop_video,HIGH,MEDIUM,Jalan jauh seronok… sampai kepala mula berat dan perut tak senang.,HIGH,"Strong roadtrip hook. Expand with balik kampung, highway, passenger POV."
MWTCB_25ML__xlsx__BM051,MWTCB_25ML,BM051,BM051,2026-06-19_xlsx__BM051,MWTCB_25ML__xlsx__BM051,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,51,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,travel,before_need_preparation,carousel,TikTok_Shop_video,HIGH,MEDIUM,"Charger, skincare, baju semua ingat. Minyak standby kau lupa.",HIGH,Travel checklist angle. Good for carousel and packing video.
MWTCB_25ML__xlsx__BM052,MWTCB_25ML,BM052,BM052,2026-06-19_xlsx__BM052,MWTCB_25ML__xlsx__BM052,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,52,VISUAL_RECOGNITION,PRACTICAL_STORAGE,warm_interest,family_home_buyer,MODERATE,laci,visual_recognition,product_only_video,product_page_asset,LOW,MEDIUM,"Bila perlu, kau tak nak godek laci macam cari harta karun.",MEDIUM,"Feature-to-function angle. Use cap merah as “senang cari”, not decoration."
MWTCB_25ML__xlsx__BM053,MWTCB_25ML,BM053,BM053,2026-06-19_xlsx__BM053,MWTCB_25ML__xlsx__BM053,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,53,PRACTICAL_STORAGE,MULTI_BUY,warm_interest,universal_household,MODERATE,rumah,practical_convenience,poster_ad,Shopee_Lazada_visual,HIGH,MEDIUM,Rumah kecil bukan alasan tak ada barang standby.,MEDIUM,Good for urban/apartment buyers. Bundle potential via small size.
MWTCB_25ML__xlsx__BM054,MWTCB_25ML,BM054,BM054,2026-06-19_xlsx__BM054,MWTCB_25ML__xlsx__BM054,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,54,FAMILY_HOME,STANDBY_BEFORE_NEED,warm_interest,family_home_buyer,BOLD,rak,household_readiness,carousel,product_page_asset,MEDIUM,MEDIUM,Bina satu corner barang perlu dekat rumah. Minyak macam ni wajib masuk.,MEDIUM,Preparedness shelf angle. Good product-page/carousel education.
MWTCB_25ML__xlsx__BM055,MWTCB_25ML,BM055,BM055,2026-06-19_xlsx__BM055,MWTCB_25ML__xlsx__BM055,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,55,NOSTALGIA_TRUST,FAMILY_HOME,cold_scroll,nostalgia_buyer,MODERATE,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,Rumah bandar pun patut ada sedikit bau rumah kampung.,MEDIUM,Emotional cultural angle. Good but less direct than BM018/BM030.
MWTCB_25ML__xlsx__BM056,MWTCB_25ML,BM056,BM056,2026-06-19_xlsx__BM056,MWTCB_25ML__xlsx__BM056,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,56,NOSTALGIA_TRUST,VISUAL_RECOGNITION,cold_scroll,universal_household,BOLD,rumah,nostalgia_trust,poster_ad,product_page_asset,MEDIUM,HIGH,"‘Sejak 1958’ tu bukan hiasan, itu signal.",HIGH,"Hard proof angle. Expand for trust overlays, poster headlines, product page."
MWTCB_25ML__xlsx__BM057,MWTCB_25ML,BM057,BM057,2026-06-19_xlsx__BM057,MWTCB_25ML__xlsx__BM057,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,57,TIKTOK_CURIOSITY,VISUAL_RECOGNITION,cold_scroll,impulse_tiktok_buyer,BOLD,rumah,visual_recognition,product_only_video,TikTok_Shop_video,MEDIUM,LOW,Cap merah minyak hijau dah cukup buat mata berhenti.,HIGH,"Product-only winner. Expand into closeup, spin, hand grab, laci reveal."
MWTCB_25ML__xlsx__BM058,MWTCB_25ML,BM058,BM058,2026-06-19_xlsx__BM058,MWTCB_25ML__xlsx__BM058,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,58,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,BOLD,rumah,impulse_low_friction,product_only_video,TikTok_Shop_video,MEDIUM,MEDIUM,"Tak plan beli, tapi rasa wajib ada.",HIGH,"TikTok Shop conversion angle. Push check price, tap beg kuning, add cart."
MWTCB_25ML__xlsx__BM059,MWTCB_25ML,BM059,BM059,2026-06-19_xlsx__BM059,MWTCB_25ML__xlsx__BM059,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,59,SEASONAL_CONTEXT,FAMILY_HOME,warm_interest,family_home_buyer,MODERATE,family_gathering,family_responsibility,poster_ad,WhatsApp_blast,MEDIUM,MEDIUM,"Bila rumah ramai orang, benda kecil pun cepat jadi kecoh.",MEDIUM,"Seasonal campaign: raya, kenduri, open house, family gathering."
MWTCB_25ML__xlsx__BM060,MWTCB_25ML,BM060,BM060,2026-06-19_xlsx__BM060,MWTCB_25ML__xlsx__BM060,mwtcb_copywriting_landbank.xlsx,Classification Layer,2026-06-19_xlsx,2026-06-19_initial_landbank,60,NOSTALGIA_TRUST,FAMILY_HOME,cold_scroll,nostalgia_buyer,MODERATE,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,Ada produk yang terasa macam ‘kita punya’ sebelum kau baca label pun.,MEDIUM,"Identity/local pride angle. Good brand layer, not primary direct-response driver."
MWTCB_25ML__zip_csv__BM001,MWTCB_25ML,BM001,BM_001,2026-06-19_zip_csv__BM001,MWTCB_25ML__zip_csv__BM001,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,1,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,ready_to_buy,mak_mak,AGGRESSIVE,malam,fear_of_not_having,poster_ad,poster_ads,MEDIUM,MEDIUM,"""Anak mula meragam pukul 2 pagi, waktu tu baru kau nak menggelimpang cari minyak?""",HIGH,Expand as standby_before_need angle using PAS with proof: Formula Asli sejak 1958. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM002,MWTCB_25ML,BM002,BM_002,2026-06-19_zip_csv__BM002,MWTCB_25ML__zip_csv__BM002,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,2,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,ready_to_buy,driver_travel,BOLD,kerja,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Hadap jem dari KL ke Shah Alam, pinggang dah bunyi 'krak'. Kau ada benda ni?""",HIGH,Expand as travel_car_bag angle using HSO with proof: Botol 25ml muat cup holder. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM003,MWTCB_25ML,BM003,BM_003,2026-06-19_zip_csv__BM003,MWTCB_25ML__zip_csv__BM003,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,3,FAMILY_HOME,VISUAL_RECOGNITION,gift_buyer,anak_beli_untuk_parent,MODERATE,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,MEDIUM,HIGH,"""Mak kat kampung tu kalau solat makin lama makin payah nak bangun. Jangan biarkan.""",HIGH,Expand as family_home angle using BAB with proof: Label Warisan Cap Burung. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM004,MWTCB_25ML,BM004,BM_004,2026-06-19_zip_csv__BM004,MWTCB_25ML__zip_csv__BM004,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,4,PRACTICAL_STORAGE,TRAVEL_CAR_BAG,ready_to_buy,anak_beli_untuk_parent,AGGRESSIVE,beg,multi_location_logic,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Bawa minyak besar-besar dalam beg travel buat menyemak jer. Guna yang ni.""",HIGH,"Expand as practical_storage angle using FAB with proof: Botol kaca hijau tebal, saiz 25ml. Keep raw sales tension; split final variants by boldness."
MWTCB_25ML__zip_csv__BM005,MWTCB_25ML,BM005,BM_005,2026-06-19_zip_csv__BM005,MWTCB_25ML__zip_csv__BM005,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,5,NOSTALGIA_TRUST,FAMILY_HOME,repeat_buyer,anak_beli_untuk_parent,MODERATE,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Orang tua kalau dah start sebu perut, dia tak cari ubat moden. Dia cari yang ni.""",HIGH,Expand as nostalgia_trust angle using PASTOR with proof: Petua Turun Temurun 1958. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM006,MWTCB_25ML,BM006,BM_006,2026-06-19_zip_csv__BM006,MWTCB_25ML__zip_csv__BM006,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,6,NOSTALGIA_TRUST,MULTI_BUY,repeat_buyer,lelaki_bekerja,AGGRESSIVE,kerja,fear_of_not_having,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Kerja angkat kotak sehari suntuk, malam ni confirm siksa tak boleh tidur.""",MEDIUM,Expand as nostalgia_trust angle using PAS with proof: Formula tegang urat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM007,MWTCB_25ML,BM007,BM_007,2026-06-19_zip_csv__BM007,MWTCB_25ML__zip_csv__BM007,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,7,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,family_home_buyer,MODERATE,rumah,practical_convenience,POV_scene,TikTok_Shop_video,HIGH,LOW,"""Laci rumah kau penuh ubat tapi satu pun tak boleh pakai waktu kecemasan?""",HIGH,Expand as practical_storage angle using Problem/Moment with proof: Botol 25ml senang selit. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM008,MWTCB_25ML,BM008,BM_008,2026-06-19_zip_csv__BM008,MWTCB_25ML__zip_csv__BM008,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,8,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,MODERATE,beg,before_need_preparation,POV_scene,TikTok_Shop_video,LOW,LOW,"""Rider gigil atas motor redah hujan? Jangan sampai urat kaki kejang tengah jalan.""",MEDIUM,Expand as travel_car_bag angle using HSO with proof: Formula Asli herba. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM009,MWTCB_25ML,BM009,BM_009,2026-06-19_zip_csv__BM009,MWTCB_25ML__zip_csv__BM009,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,9,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,MODERATE,balik_kampung,nostalgia_trust,hybrid_video,TikTok_Shop_video,MEDIUM,MEDIUM,"""Berhenti scroll! Kau ingat lagi tak minyak cap burung kat rumah tok dulu?""",HIGH,Expand as nostalgia_trust angle using Hook/Memory with proof: Sejak 1958 & Cap Burung. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM010,MWTCB_25ML,BM010,BM_010,2026-06-19_zip_csv__BM010,MWTCB_25ML__zip_csv__BM010,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,10,TRAVEL_CAR_BAG,VISUAL_RECOGNITION,warm_interest,lelaki_bekerja,AGGRESSIVE,kerja,fear_of_not_having,UGC_talking_head,TikTok_Shop_video,MEDIUM,LOW,"""Balik kerja kena berdiri tegak sejam dalam LRT? Kaki rasa nak luruh.""",MEDIUM,Expand as travel_car_bag angle using PAS with proof: Minyak hijau pekat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM011,MWTCB_25ML,BM011,BM_011,2026-06-19_zip_csv__BM011,MWTCB_25ML__zip_csv__BM011,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,11,FAMILY_HOME,NOSTALGIA_TRUST,ready_to_buy,mak_mak,AGGRESSIVE,kerja,family_responsibility,UGC_talking_head,TikTok_Shop_video,MEDIUM,MEDIUM,"""Suri rumah kalau dah start mengemas, malam confirm mengaduh sakit pinggang.""",MEDIUM,Expand as family_home angle using Hook/Family with proof: Formula herba pekat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM012,MWTCB_25ML,BM012,BM_012,2026-06-19_zip_csv__BM012,MWTCB_25ML__zip_csv__BM012,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,12,MULTI_BUY,TIKTOK_CURIOSITY,repeat_buyer,impulse_tiktok_buyer,AGGRESSIVE,beg,impulse_low_friction,carousel,TikTok_Shop_video,HIGH,HIGH,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""",HIGH,Expand as multi_buy angle using SLAP with proof: Pembelian multi-buy. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM013,MWTCB_25ML,BM013,BM_013,2026-06-19_zip_csv__BM013,MWTCB_25ML__zip_csv__BM013,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,13,NOSTALGIA_TRUST,VISUAL_RECOGNITION,repeat_buyer,anak_beli_untuk_parent,AGGRESSIVE,rak,nostalgia_trust,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Otot ketat gila lepas layan leg day? Jangan biar esok jalan kengkang.""",MEDIUM,Expand as nostalgia_trust angle using FAB with proof: Formula meresap. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM014,MWTCB_25ML,BM014,BM_014,2026-06-19_zip_csv__BM014,MWTCB_25ML__zip_csv__BM014,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,14,FAMILY_HOME,SEASONAL_CONTEXT,gift_buyer,anak_beli_untuk_parent,MODERATE,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,MEDIUM,HIGH,"""Balik kampung minggu depan jangan balik tangan kosong. Mak ayah tak nak benda mahal.""",HIGH,"Expand as family_home angle using Hook/Multi-location with proof: Botol kaca hijau, logo burung. Keep raw sales tension; split final variants by boldness."
MWTCB_25ML__zip_csv__BM015,MWTCB_25ML,BM015,BM_015,2026-06-19_zip_csv__BM015,MWTCB_25ML__zip_csv__BM015,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,15,NOSTALGIA_TRUST,FAMILY_HOME,repeat_buyer,anak_beli_untuk_parent,SOFT,malam,family_responsibility,hybrid_video,TikTok_Shop_video,HIGH,HIGH,"""Orang tua kalau malam selalu terjaga sebab kaki sejuk? Sapu minyak herba ni.""",HIGH,Expand as nostalgia_trust angle using PASTOR with proof: Sapuan herba tradisional. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM016,MWTCB_25ML,BM016,BM_016,2026-06-19_zip_csv__BM016,MWTCB_25ML__zip_csv__BM016,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,16,PRACTICAL_STORAGE,PERSONA_SPECIFIC,cold_scroll,lelaki_bekerja,AGGRESSIVE,kerja,practical_convenience,POV_scene,TikTok_Shop_video,MEDIUM,LOW,"""Duduk menghadap laptop 8 jam, leher rasa macam kena simen. Keras gila.""",HIGH,Expand as practical_storage angle using PAS with proof: Botol kecil mudah letak. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM017,MWTCB_25ML,BM017,BM_017,2026-06-19_zip_csv__BM017,MWTCB_25ML__zip_csv__BM017,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,17,STANDBY_BEFORE_NEED,VISUAL_RECOGNITION,warm_interest,mak_mak,BOLD,malam,fear_of_not_having,poster_ad,poster_ads,LOW,MEDIUM,"""Tengah sedap tidur tiba-tiba betis kejang simpul biawak? Sakit dia sampai menangis.""",HIGH,Expand as standby_before_need angle using Problem/Moment with proof: Formula urut selamat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM018,MWTCB_25ML,BM018,BM_018,2026-06-19_zip_csv__BM018,MWTCB_25ML__zip_csv__BM018,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,18,FAMILY_HOME,VISUAL_RECOGNITION,gift_buyer,mak_mak,AGGRESSIVE,rumah,family_responsibility,UGC_talking_head,TikTok_Shop_video,LOW,MEDIUM,"""Ayah kau kalau dah start berkebun, petang confirm mengadu tangan kebas.""",HIGH,Expand as family_home angle using AIDA with proof: Formula tradisional asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM019,MWTCB_25ML,BM019,BM_019,2026-06-19_zip_csv__BM019,MWTCB_25ML__zip_csv__BM019,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,19,VISUAL_RECOGNITION,NOSTALGIA_TRUST,warm_interest,lelaki_bekerja,MODERATE,kerja,visual_recognition,product_only_video,TikTok_Shop_video,LOW,LOW,"""Kepala rasa macam kena ketuk dengan tukul? Jangan telan ubat jer.""",MEDIUM,Expand as visual_recognition angle using Hook/Pain with proof: Bau herba semula jadi. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM020,MWTCB_25ML,BM020,BM_020,2026-06-19_zip_csv__BM020,MWTCB_25ML__zip_csv__BM020,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,20,VISUAL_RECOGNITION,TRAVEL_CAR_BAG,cold_scroll,family_home_buyer,AGGRESSIVE,beg,multi_location_logic,product_only_video,TikTok_Shop_video,MEDIUM,LOW,"""Tengah sedap lepak luar kena gigit nyamuk? Gatal sampai luka digarut.""",MEDIUM,"Expand as visual_recognition angle using QUEST with proof: Cap merah, herba asli. Keep raw sales tension; split final variants by boldness."
MWTCB_25ML__zip_csv__BM021,MWTCB_25ML,BM021,BM_021,2026-06-19_zip_csv__BM021,MWTCB_25ML__zip_csv__BM021,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,21,TRAVEL_CAR_BAG,NOSTALGIA_TRUST,repeat_buyer,driver_travel,AGGRESSIVE,travel,multi_location_logic,UGC_talking_head,TikTok_Shop_video,HIGH,LOW,"""Jenis kepala tak tahan jalan bengkang-bengkok? Mula lah pening nak muntah.""",MEDIUM,Expand as travel_car_bag angle using Hook/Use Moment with proof: Bau herba tradisional asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM022,MWTCB_25ML,BM022,BM_022,2026-06-19_zip_csv__BM022,MWTCB_25ML__zip_csv__BM022,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,22,VISUAL_RECOGNITION,PRACTICAL_STORAGE,ready_to_buy,mak_mak,BOLD,malam,family_responsibility,product_only_video,TikTok_Shop_video,LOW,LOW,"""Anak study sampai malam suntuk tapi asyik mengantuk sebab badan lenguh?""",MEDIUM,Expand as visual_recognition angle using PPPP with proof: Bau herba menyegarkan. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM023,MWTCB_25ML,BM023,BM_023,2026-06-19_zip_csv__BM023,MWTCB_25ML__zip_csv__BM023,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,23,STANDBY_BEFORE_NEED,NOSTALGIA_TRUST,ready_to_buy,nostalgia_buyer,BOLD,malam,fear_of_not_having,poster_ad,poster_ads,MEDIUM,MEDIUM,"""Rumah nampak lawa, tapi bila perut memulas tengah malam satu minyak angin pun tak ada?""",MEDIUM,Expand as standby_before_need angle using Hook/Fear of Not Having with proof: Barang wajib rumah sejak 1958. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM024,MWTCB_25ML,BM024,BM_024,2026-06-19_zip_csv__BM024,MWTCB_25ML__zip_csv__BM024,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,24,FAMILY_HOME,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,AGGRESSIVE,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,HIGH,HIGH,"""Siksa tengok mak ayah nak naik tangga surau sebab lutut bunyi ketat?""",HIGH,Expand as family_home angle using PASTOR with proof: Formula urut tradisional. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM025,MWTCB_25ML,BM025,BM_025,2026-06-19_zip_csv__BM025,MWTCB_25ML__zip_csv__BM025,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,25,VISUAL_RECOGNITION,NOSTALGIA_TRUST,ready_to_buy,lelaki_bekerja,AGGRESSIVE,kerja,visual_recognition,product_only_video,TikTok_Shop_video,MEDIUM,LOW,"""Tengah masak tersalah rentap kuali sampai pergelangan tangan terseliuh?""",MEDIUM,Expand as visual_recognition angle using PAS with proof: Formula urut asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM026,MWTCB_25ML,BM026,BM_026,2026-06-19_zip_csv__BM026,MWTCB_25ML__zip_csv__BM026,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,26,SEASONAL_CONTEXT,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,AGGRESSIVE,balik_kampung,multi_location_logic,poster_ad,poster_ads,HIGH,LOW,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""",HIGH,Expand as seasonal_context angle using QUEST with proof: Formula asli tradisional. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM027,MWTCB_25ML,BM027,BM_027,2026-06-19_zip_csv__BM027,MWTCB_25ML__zip_csv__BM027,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,27,TRAVEL_CAR_BAG,MULTI_BUY,repeat_buyer,driver_travel,BOLD,beg,multi_location_logic,POV_scene,TikTok_Shop_video,HIGH,HIGH,"""Dalam glove box kereta kau ada apa? Pen rosak? Resit lama? Standby benda ni.""",MEDIUM,Expand as travel_car_bag angle using Hook/Multi-location with proof: Botol kecil tak pecah. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM028,MWTCB_25ML,BM028,BM_028,2026-06-19_zip_csv__BM028,MWTCB_25ML__zip_csv__BM028,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,28,NOSTALGIA_TRUST,VISUAL_RECOGNITION,ready_to_buy,nostalgia_buyer,BOLD,rumah,nostalgia_trust,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Dah bosan beli minyak angin viral yang bau jer wangi tapi sakit tak hilang?""",HIGH,Expand as nostalgia_trust angle using BAB with proof: Formula sejak 1958 asli. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM029,MWTCB_25ML,BM029,BM_029,2026-06-19_zip_csv__BM029,MWTCB_25ML__zip_csv__BM029,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,29,FAMILY_HOME,STANDBY_BEFORE_NEED,ready_to_buy,mak_mak,BOLD,rumah,family_responsibility,UGC_talking_head,TikTok_Shop_video,LOW,MEDIUM,"""New parents paling takut bila anak start nangis perut keras. Jangan panik.""",MEDIUM,Expand as family_home angle using PPPP with proof: Petua turun temurun aman. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM030,MWTCB_25ML,BM030,BM_030,2026-06-19_zip_csv__BM030,MWTCB_25ML__zip_csv__BM030,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,30,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,SOFT,kerja,fear_of_not_having,product_only_video,TikTok_Shop_video,LOW,LOW,"""Kerja shift malam kilang atau security? Angin malam sejuk mencerah urat.""",HIGH,Expand as visual_recognition angle using AIDA with proof: Minyak hijau pekat. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM031,MWTCB_25ML,BM031,BM_031,2026-06-19_zip_csv__BM031,MWTCB_25ML__zip_csv__BM031,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,31,NOSTALGIA_TRUST,FAMILY_HOME,ready_to_buy,universal_household,AGGRESSIVE,malam,household_readiness,hybrid_video,TikTok_Shop_video,LOW,MEDIUM,"""Bangun pagi leher terus kaku tak boleh toleh? Siksa ooo kena salah bantal.""",HIGH,Expand as nostalgia_trust angle using PAS with proof: Herba meresap pantas. Keep raw sales tension; split final variants by boldness.
MWTCB_25ML__zip_csv__BM032,MWTCB_25ML,BM032,BM_032,2026-06-19_zip_csv__BM032,MWTCB_25ML__zip_csv__BM032,mwtcb_gemini_copywriting_landbank_csv.zip,Classification_Layer,2026-06-19_zip_csv,2026-06-19_initial_landbank,32,FAMILY_HOME,NOSTALGIA_TRUST,gift_buyer,anak_beli_untuk_parent,BOLD,balik_kampung,family_responsibility,UGC_talking_head,TikTok_Shop_video,LOW,HIGH,"""Mak ayah jenis susah tidur malam sebab kaki rasa kebas berdenyut?""",MEDIUM,Expand as family_home angle using PASTOR with proof: Formula herba tradisional. Keep raw sales tension; split final variants by boldness.
