buyer_motivation_row_id,product_id,source_motivation_id,source_motivation_id_raw,motivation_batch_key,source_file,source_sheet,source_batch,import_version,source_sequence,buyer_situation,buyer_problem,buyer_desire,what_buyer_is_really_thinking,emotional_trigger,practical_trigger,buying_trigger,product_role,proof_from_product,best_formula,hook_direction,sample_hook,sample_subhook,sample_cta,why_it_can_sell
MWTCB_25ML__xlsx__BM041,MWTCB_25ML,BM041,BM041,2026-06-19_xlsx__BM041,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,41,Lepas aktiviti/sukan ringan,Badan rasa penat dan tegang,Nak sapuan selepas aktiviti,“Aku nak sesuatu untuk urut ringan.”,Body care,Bawa dalam beg aktiviti,Activity trigger,Minyak sapu after activity,"Botol kecil, mudah bawa",FAB,lepas aktiviti,"Lepas aktiviti, jangan biar badan merajuk sampai esok.",Simpan botol kecil ni untuk sapu dan urut ringan.,Tap beli sebelum next aktiviti.,Function-based but still emotional.
MWTCB_25ML__xlsx__BM042,MWTCB_25ML,BM042,BM042,2026-06-19_xlsx__BM042,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,42,Warga emas suka benda familiar,Produk baru susah diterima,Nak beli sesuatu yang mereka tak reject,"“Kalau nampak macam minyak lama, mak ayah lebih percaya.”",Elder trust,Label warisan,Senior familiarity trigger,Minyak untuk orang rumah tua,"Old-school look, Sejak 1958",QUEST,orang tua familiar,"Beli untuk orang tua, jangan pilih benda yang nampak pelik sangat.",Pilih yang mereka terus cam vibe dia.,Tap beli untuk mak ayah.,Strong gifting angle.
MWTCB_25ML__xlsx__BM043,MWTCB_25ML,BM043,BM043,2026-06-19_xlsx__BM043,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,43,Pembeli penat tengok copycat product,Banyak produk nampak sama,Nak produk dengan identity jelas,“At least yang ni ada rupa dan cerita.”,Distrust copycat,Brand visual,Differentiation trigger,Cap Burung identity,"Logo burung, cap merah, minyak hijau",HSO,bukan copycat,Produk copycat banyak. Yang ada identiti jelas senang diingat.,"Cap merah, minyak hijau, label burung — terus melekat.",Tap tengok sekarang.,Brand memory drives purchase.
MWTCB_25ML__xlsx__BM044,MWTCB_25ML,BM044,BM044,2026-06-19_xlsx__BM044,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,44,First-time buyer nak cuba tanpa fikir panjang,Tak mahu decision berat,Nak produk kecil yang easy add-to-cart,"“Aku boleh cuba dulu, tak payah fikir lama.”",Low commitment,Small format,Trial trigger,Trial-friendly oil,"25ml, botol kecil",4U,mudah cuba,Tak semua benda kena fikir 3 hari sebelum beli.,"Botol kecil, senang cuba, senang simpan.",Tap check price sekarang.,Lowers decision friction.
MWTCB_25ML__xlsx__BM045,MWTCB_25ML,BM045,BM045,2026-06-19_xlsx__BM045,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,45,Handbag/pouch perempuan perlukan barang kecil,"Banyak barang beauty, kurang barang practical",Nak satu item useful untuk keluar,“Dalam handbag patut ada benda macam ni.”,Prepared femininity,Muat pouch,Handbag trigger,Minyak dalam pouch,"Botol kecil, cap merah",FAB,handbag standby,"Handbag penuh lip tint, tapi minyak standby tak ada?","Masukkan satu botol kecil, baru keluar rumah rasa ready.",Add to cart sekarang.,Humorous contrast stops scroll.
MWTCB_25ML__xlsx__BM046,MWTCB_25ML,BM046,BM046,2026-06-19_xlsx__BM046,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,46,Beg kerja lelaki terlalu kosong,Tak bawa barang penjagaan diri asas,Nak rasa lebih prepared,“Aku lelaki pun kena ada barang standby.”,Masculine readiness,Muat beg/kereta,Men’s carry trigger,Minyak lelaki practical,"Botol kecil, kaca hijau",AIDA,lelaki standby,Lelaki pun jangan tunggu badan koyak baru cari minyak.,Simpan satu dalam kereta atau beg kerja.,"Tap beli, settle satu masalah kecil.",Niche expansion to male audience.
MWTCB_25ML__xlsx__BM047,MWTCB_25ML,BM047,BM047,2026-06-19_xlsx__BM047,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,47,Barang tepi katil tak lengkap,Waktu malam malas bangun cari,Nak benda mudah capai,“Letak dekat katil baru senang.”,Comfort seeking,Bedside storage,Night routine trigger,Bedside oil,"Botol kecil, tak makan ruang",BAB,tepi katil,"Bila dah baring baru rasa tak selesa, memang malas nak cari satu rumah.","Letak botol kecil ni tepi katil, habis cerita.",Order satu untuk bilik.,Very clear use moment.
MWTCB_25ML__xlsx__BM048,MWTCB_25ML,BM048,BM048,2026-06-19_xlsx__BM048,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,48,Anak gatal lepas gigitan serangga,Rumah panik cari apa nak sapu,Nak ada barang standby untuk situasi kecil,“Benda macam ni selalu jadi tiba-tiba.”,Parent anxiety,Simpan dalam rumah,Family mini-emergency trigger,Minyak standby keluarga,"Kegunaan tradisional, botol kecil",PAS,gatal serangga,"Gigitan serangga nampak kecil, sampai anak mula menggaru tak henti.","Mak-mak tahu, benda macam ni kena standby.",Tap beli untuk rumah.,Parent pain drives quick buy.
MWTCB_25ML__xlsx__BM049,MWTCB_25ML,BM049,BM049,2026-06-19_xlsx__BM049,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,49,Perut rasa tak selesa lepas makan/angin,Mood rosak sebab rasa tak sedap,Nak sapuan familiar,“Aku nak cari minyak sapu yang biasa.”,Relief desire,Simpan di rumah/kereta,Use-moment trigger,Minyak sapu perut,Minyak tradisional,Problem/Moment/Standby/CTA,perut tak selesa,"Perut mula buat hal, baru semua orang cari minyak.",Jangan tunggu meja makan jadi drama.,"Tap order, simpan satu di rumah.",Common household scenario.
MWTCB_25ML__xlsx__BM050,MWTCB_25ML,BM050,BM050,2026-06-19_xlsx__BM050,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,50,Pening/loya masa jalan jauh,Perjalanan jadi menyeksakan,Nak sesuatu yang boleh standby di kereta/beg,"“Kalau aku ada minyak, at least rasa lebih tenang.”",Travel anxiety,Car/bag storage,Motion moment trigger,Roadtrip standby oil,"Botol kecil, mudah bawa",PAS,loya roadtrip,Jalan jauh memang seronok… sampai kepala mula berat dan perut tak senang.,Sebab tu satu botol kecil kena ada dalam kereta.,Tap beli sebelum trip.,Roadtrip content highly visual.
MWTCB_25ML__xlsx__BM051,MWTCB_25ML,BM051,BM051,2026-06-19_xlsx__BM051,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,51,Kit travel nampak lengkap tapi kurang barang tradisional,Packing terlalu fokus gadget,Nak checklist yang lebih real,“Aku lupa benda basic yang keluarga selalu bawa.”,Practical regret,Masuk travel pouch,Checklist trigger,Travel kit item,Botol kecil 25ml,4U,packing reminder,"Charger, skincare, baju semua ingat. Minyak standby kau lupa.","Bila badan tak selesa masa travel, baru rasa.",Masukkan cart sebelum packing.,Strong modern contrast.
MWTCB_25ML__xlsx__BM052,MWTCB_25ML,BM052,BM052,2026-06-19_xlsx__BM052,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,52,Cap merah senang nampak dalam laci,Laci penuh barang kecil susah cari,Nak item mudah dikenali cepat,“Aku nak nampak terus bila perlu.”,Search frustration,Visual cue,Quick-find trigger,Easy-to-find oil,"Cap merah, label burung",FAB,cap merah cari cepat,"Bila perlu, kau tak nak godek laci macam cari harta karun.","Cap merah ni senang cam, senang capai.","Tap beli, letak dalam laci.",Turns packaging into practical proof.
MWTCB_25ML__xlsx__BM053,MWTCB_25ML,BM053,BM053,2026-06-19_xlsx__BM053,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,53,Pembeli suka barang yang tak makan ruang,Rumah kecil/apartment sempit,Nak stok berguna tanpa semak,“Aku boleh beli lebih sebab kecil.”,Space saving,Muat rak kecil,Space trigger,Compact standby oil,Botol kecil 25ml,FAB,rumah kecil,Rumah kecil bukan alasan tak ada barang standby.,Botol kecil ni tak makan ruang tapi bila perlu terus dicari.,Order satu atau tiga sekarang.,Useful for urban homes.
MWTCB_25ML__xlsx__BM054,MWTCB_25ML,BM054,BM054,2026-06-19_xlsx__BM054,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,54,Pembeli mahu sistem kecemasan kecil rumah,Rumah ada first-aid tapi tiada minyak tradisional,Nak setup rumah lebih complete,“Aku nak satu corner barang perlu.”,Control and preparedness,Letak dengan barang rumah,Prepared shelf trigger,Household preparedness item,"Minyak tradisional, botol kecil",PASTOR,corner standby,Bina satu corner barang perlu dekat rumah. Minyak macam ni wajib masuk.,Bukan tunggu panik baru nak susun hidup.,"Tap beli, lengkapkan corner standby.",Premium preparation angle.
MWTCB_25ML__xlsx__BM055,MWTCB_25ML,BM055,BM055,2026-06-19_xlsx__BM055,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,55,Orang bandar rindu rasa kampung,Hidup moden terasa jauh dari petua lama,Nak bawa vibe rumah kampung ke rumah sendiri,“Aku nak rumah aku ada rasa familiar macam dulu.”,Cultural belonging,Letak di almari rumah,Kampung nostalgia trigger,Kampung memory item,"Label warisan, petua turun-temurun",HSO,kampung dalam rumah,Rumah bandar pun patut ada sedikit bau rumah kampung.,Benda macam ni buat almari rumah rasa lengkap dan familiar.,"Tap beli, bawa balik vibe lama.",Strong emotional differentiation.
MWTCB_25ML__xlsx__BM056,MWTCB_25ML,BM056,BM056,2026-06-19_xlsx__BM056,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,56,First-time buyer perlukan trust cue cepat,Tak sempat baca panjang di TikTok,Nak tanda yang cepat meyakinkan,"“Sejak 1958? Okay, ini bukan random.”",Instant trust,Visible claim on label,Trust cue trigger,Legacy proof item,Sejak 1958,AIDA,trust cepat,"Dalam TikTok, orang tak baca panjang. Mereka cari tanda percaya.","‘Sejak 1958’ tu bukan hiasan, itu signal.",Tap tengok produk sekarang.,Clear proof chip for short-form ads.
MWTCB_25ML__xlsx__BM057,MWTCB_25ML,BM057,BM057,2026-06-19_xlsx__BM057,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,57,Product-only video perlukan objek menarik,Tanpa manusia pun produk kena stop scroll,Nak visual yang ada cerita,“Minyak hijau cap merah ni ada vibe.”,Visual curiosity,Strong color identity,Product-only trigger,Hero object,"Minyak hijau, cap merah, kaca hijau",4U,object hook,Tak perlu orang menjerit pun. Cap merah minyak hijau dah cukup buat mata berhenti.,"Produk kecil, visual kuat, cerita lama.",Tap beg kuning sekarang.,Great for low-cost creatives.
MWTCB_25ML__xlsx__BM058,MWTCB_25ML,BM058,BM058,2026-06-19_xlsx__BM058,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,58,TikTok Shop impulse buyer suka barang praktikal,Tak plan beli tapi rasa “eh berguna”,Nak add-to-cart tanpa rasa bersalah,“Aku memang akan guna nanti.”,Justification,Harga kecil/saiz kecil perceived,Impulse trigger,Useful cart filler,"Botol kecil, standby use",AIDA,cart filler,"Barang macam ni bahaya dekat TikTok Shop — tak plan beli, tapi rasa wajib ada.",Sebab kau tahu satu hari nanti akan cari juga.,"Tap check price, jangan overthink.",Matches TikTok Shop behavior.
MWTCB_25ML__xlsx__BM059,MWTCB_25ML,BM059,BM059,2026-06-19_xlsx__BM059,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,59,Family gathering/open house banyak orang,"Ramai orang, banyak kemungkinan kecil berlaku",Nak rumah ready bila ramai datang,"“Bila rumah ramai orang, benda kecil selalu jadi isu.”",Host pressure,Simpan di ruang umum,Gathering trigger,Open house standby,"Barang keluarga, mudah simpan",PAS,rumah ramai orang,"Bila rumah ramai orang, benda kecil pun cepat jadi kecoh.","Simpan satu minyak standby, biar rumah nampak ready.",Order sebelum gathering seterusnya.,Seasonal and cultural use.
MWTCB_25ML__xlsx__BM060,MWTCB_25ML,BM060,BM060,2026-06-19_xlsx__BM060,mwtcb_copywriting_landbank.xlsx,Buyer Motivation Map,2026-06-19_xlsx,2026-06-19_initial_landbank,60,Pembeli nak beli kerana identiti lokal/tradisi,Produk terasa dekat dengan budaya sendiri,Nak sokong produk yang rasa “kita punya”,“Ini bukan barang asing yang tak kena dengan hidup aku.”,Cultural pride,Local traditional feel,Identity trigger,Minyak warisan lokal,"Cap Burung, Petua Turun Temurun, Sejak 1958",PPPP,produk kita,Ada produk yang terasa macam ‘kita punya’ sebelum kau baca label pun.,"Cap Burung, minyak hijau, petua lama — semua rasa dekat.","Tap beli, simpan satu di rumah.",Identity-based buying creates emotional stickiness.
MWTCB_25ML__zip_csv__BM001,MWTCB_25ML,BM001,BM_001,2026-06-19_zip_csv__BM001,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,1,Anak kecil menangis tengah malam,"Perut kembung / meragam, tak boleh tidur","Anak tenang cepat, mak bapak boleh rehat","""Aku dah mengantuk gila, tolonglah diam selesa.""",Penat / Stres melampau,Emergency midnight,Anak nangis non-stop,Hero penyelamat kecemasan,Formula Asli sejak 1958,PAS,Problem callout,"""Anak mula meragam pukul 2 pagi, waktu tu baru kau nak menggelimpang cari minyak?""","""Jangan tunggu anak melalak baru nak geledah almari. Sapu siap-siap.""",Tap Beg Kuning Standby,Menyentuh 'pain point' mak-mak yang kurang tidur.
MWTCB_25ML__zip_csv__BM002,MWTCB_25ML,BM002,BM_002,2026-06-19_zip_csv__BM002,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,2,Memandu redah jem balik kerja,"Pinggang lenguh, tengkuk tegang menghadap stereng","Selesa memandu, tak rasa terseksa dalam kereta","""Sakitnya babi pinggang aku, jauh lagi nak sampai ni.""",Rimas / Marah,Driving strain,Jem melekat 2 jam,Standby atas dashboard,Botol 25ml muat cup holder,HSO,Use moment,"""Hadap jem dari KL ke Shah Alam, pinggang dah bunyi 'krak'. Kau ada benda ni?""","""Cap merah ni letak siap-siap atas dashboard. Tengkuk tegang terus rasa lega.""",Ambil Promo Kereta,Realiti harian pekerja korporat / komuter tegar.
MWTCB_25ML__zip_csv__BM003,MWTCB_25ML,BM003,BM_003,2026-06-19_zip_csv__BM003,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,3,Mak ayah di kampung sakit lutut,"Sukar solat, kaki kerap kebas bila duduk","Nak rasa lutut ringan, boleh urus diri","""Kesian mak nak bangun solat pun terketar-ketar.""",Bersalah / Kasih sayang,Gifting for parents,Nak balik kampung,Hadiah berbakti yang biasa,Label Warisan Cap Burung,BAB,Family situation,"""Mak kat kampung tu kalau solat makin lama makin payah nak bangun. Jangan biarkan.""","""Bagi dia minyak yang dia memang kenal sejak kecil. Botol kaca hijau tradisi.""",Hantar Kat Mak Sekarang,Trigger emosi anak yang jauh dari orang tua.
MWTCB_25ML__zip_csv__BM004,MWTCB_25ML,BM004,BM_004,2026-06-19_zip_csv__BM004,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,4,Simpan barang dalam beg travel,"Beg penuh, minyak saiz biasa pecah/tumpah","Minyak standby yang tak makan ruang, selamat","""Aku nak travel tapi kalau minyak ni tumpah habis baju aku.""",Risau beg kotor,Space saving,Packing kain baju,Travel companion,"Botol kaca hijau tebal, saiz 25ml",FAB,Small bottle practicality,"""Bawa minyak besar-besar dalam beg travel buat menyemak jer. Guna yang ni.""","""Saiz 25ml, kaca hijau tebal. Sumbat celah zip pun tak risau pecah atau tumpah.""",Beli Saiz Travel,Menjual fungsi praktikaliti saiz produk.
MWTCB_25ML__zip_csv__BM005,MWTCB_25ML,BM005,BM_005,2026-06-19_zip_csv__BM005,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,5,Tok kerap mengadu angin dalam badan,"Sering sendawa tak lepas, perut sebu","Angin keluar cepat, badan rasa ringan","""Tok kalau masuk angin mula la bising satu rumah.""",Kasihan / Hormat,Eldercare,Orang tua merungut,Minyak rujukan warga emas,Petua Turun Temurun 1958,PASTOR,Nostalgia trigger,"""Orang tua kalau dah start sebu perut, dia tak cari ubat moden. Dia cari yang ni.""","""Minyak Hijau formula asli. Sekali urut, angin lama terus keluar bertubi-tubi.""",Borong Untuk Tok,Trust lama yang melekat pada golongan veteran.
MWTCB_25ML__zip_csv__BM006,MWTCB_25ML,BM006,BM_006,2026-06-19_zip_csv__BM006,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,6,Lelaki harian kerja angkat barang,"Otot bahu kejang, lenguh urat",Boleh sambung kerja esok tanpa sakit,"""Kalau esok sakit, aku tak boleh cari duit.""",Takut hilang pendapatan,Occupational pain,Badan start sengal,Minyak relief malam,Formula tegang urat,PAS,Pain callout,"""Kerja angkat kotak sehari suntuk, malam ni confirm siksa tak boleh tidur.""","""Sapu sebelum tidur. Biar herba meresap, esok bangun badan fresh tak ada ketat.""",Klik Sini Untuk Stok,Sangat relevan untuk blue-collar workers.
MWTCB_25ML__zip_csv__BM007,MWTCB_25ML,BM007,BM_007,2026-06-19_zip_csv__BM007,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,7,Geledah laci cari minyak tak jumpa,"Laci penuh barang random, minyak hilang",Nak satu minyak kecil khusus diletak tetap,"""Mana pergi minyak aku simpan hari tu? Waktu nak guna nilah hilang!""",Sakit hati / Panik,Drawer clutter,Emergency search,Fix lokasi standby,Botol 25ml senang selit,Problem/Moment,Laci/rak problem,"""Laci rumah kau penuh ubat tapi satu pun tak boleh pakai waktu kecemasan?""","""Cap merah ni senang cam. Letak satu dalam laci tv, satu dekat dapur.""",Dapatkan Set Rumah,"Menyelesaikan isu harian ""kehilangan barang"" di rumah."
MWTCB_25ML__zip_csv__BM008,MWTCB_25ML,BM008,BM_008,2026-06-19_zip_csv__BM008,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,8,Riders hantar makanan bawah hujan,"Sendi sejuk, kaki kejang atas motor","Badan hangat semula, tak demam","""Sejuk gila babi urat aku redah hujan petang ni.""",Siksa / Gigil,Weather exposure,Basah lencun,Minyak panaskan urat,Formula Asli herba,HSO,Before need,"""Rider gigil atas motor redah hujan? Jangan sampai urat kaki kejang tengah jalan.""","""Sapu siap-siap kat betis sebelum sarung seluar hujan. Kekal hangat.""",Standby Satu Dalam Pouch,Target market spesifik (gig economy workers).
MWTCB_25ML__zip_csv__BM009,MWTCB_25ML,BM009,BM_009,2026-06-19_zip_csv__BM009,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,9,Pengunjung nampak botol di TikTok feed,Rasa macam pernah tengok kat rumah nenek dulu,"Mengubati rindu, nak rasa bau herba kampung","""Eh, minyak ni! Arwah tok aku selalu simpan dalam almari dulu.""",Nostalgia tebal,Visual recognition,Scroll malam-malam,Memori masa kecil,Sejak 1958 & Cap Burung,Hook/Memory,Object recognition,"""Berhenti scroll! Kau ingat lagi tak minyak cap burung kat rumah tok dulu?""","""Bukan barang baru nak up. Formula asli sejak 1958 yang korang cari.""",Tengok Harga Gila,Memanfaatkan kuasa visual retro/vintage.
MWTCB_25ML__zip_csv__BM010,MWTCB_25ML,BM010,BM_010,2026-06-19_zip_csv__BM010,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,10,Berdiri lama dalam LRT/Komuter,"Betis bengkak, kaki rasa menyucuk",Sembuh lenguh kaki dengan cepat,"""Sengsara betul berdiri sejam, rasa nak cabut kaki.""",Siksa / Lenguh,Commute fatigue,Kaki mula kebas,Relief lepas berdiri,Minyak hijau pekat,PAS,Use moment,"""Balik kerja kena berdiri tegak sejam dalam LRT? Kaki rasa nak luruh.""","""Balik rumah terus lumur minyak hijau ni. Rasa berdenyut tu hilang terus.""",Dapatkan Sekarang,Menyentuh isu pekerja bandar (urban pain).
MWTCB_25ML__zip_csv__BM011,MWTCB_25ML,BM011,BM_011,2026-06-19_zip_csv__BM011,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,11,Suri rumah buat deep cleaning,Pinggang rasa patah lepas mop/kemas rumah,"Sakit hilang malam ni, esok boleh urus anak","""Baru kemas stor sikit pinggang dah rasa nak patah.""",Penat fizikal,Household chores,Selesai kerja rumah,Ubat malam mak-mak,Formula herba pekat,Hook/Family,Mak-mak hook,"""Suri rumah kalau dah start mengemas, malam confirm mengaduh sakit pinggang.""","""Jangan biar malam kau tersiksa. Sapu minyak cap burung ni, herba asli serap dalam.""",Beli Untuk Isteri,Menyasarkan golongan suami untuk belikan bagi isteri.
MWTCB_25ML__zip_csv__BM012,MWTCB_25ML,BM012,BM_012,2026-06-19_zip_csv__BM012,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,12,Pembeli impulse tengok harga murah,"Nak cuba sebab nampak senang, harga mampu milik","Tak rugi mencuba, barang murah janji berkesan","""Murah sangat ni, beli tiga terus buat letak merata tempat.""",Suka jimat,Low financial risk,Live streaming,Stok borong murah,Pembelian multi-buy,SLAP,TikTok Shop trigger,"""Harga murah gila, tak payah fikir dua kali. Guna kupon terus sauk 3 botol.""","""Satu letak beg, satu kereta, satu ruang tamu. Tak rugi standby barang lama.""",Tap Beg Kuning,Conversion laju untuk produk bawah RM20.
MWTCB_25ML__zip_csv__BM013,MWTCB_25ML,BM013,BM_013,2026-06-19_zip_csv__BM013,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,13,Ahli sukan/Gym harian tegang otot,Otot biceps/peha rasa keras lepas workout,"Recovery urat cepat, tak mengganggu jadual","""DOMS kuat sangat ni, nak gerak pun susah.""",Lenguh / Sakit,Fitness recovery,Lepas bersukan,Minyak urut otot,Formula meresap,FAB,Use moment,"""Otot ketat gila lepas layan leg day? Jangan biar esok jalan kengkang.""","""Minyak hijau ni herba dia pekat, urut sikit kat muscle terus rasa loose.""",Ambil Stok Gym,Mengalihkan target herba tradisional ke industri moden.
MWTCB_25ML__zip_csv__BM014,MWTCB_25ML,BM014,BM_014,2026-06-19_zip_csv__BM014,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,14,Anak muda nak balik kampung raya/cuti,Tak tahu nak bawak buah tangan apa untuk orang tua,Hadiah kecil tapi bermakna dan disukai orang tua,"""Beli kain batik dah biasa, bawak benda ni confirm mak suka.""",Sayang / Prihatin,Gifting,Packing balik kampung,Buah tangan praktikal,"Botol kaca hijau, logo burung",Hook/Multi-location,Balik kampung,"""Balik kampung minggu depan jangan balik tangan kosong. Mak ayah tak nak benda mahal.""","""Bawak balik sepeket minyak cap burung ni, senyum orang tua tu sebab barang rare.""",Beli Buah Tangan,Sangat tinggi conversion menjelang musim cuti.
MWTCB_25ML__zip_csv__BM015,MWTCB_25ML,BM015,BM_015,2026-06-19_zip_csv__BM015,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,15,Orang tua kerap kencing malam / sejuk kaki,"Kaki rasa sejuk menyucuk, tak boleh lena","Kaki hangat, tidur lena sampai subuh","""Sejuk benor kaki malam ni, bisa urat dibuatnya.""",Siksa orang tua,Cold sensitivity,Waktu malam sejuk,Pemanas tapak kaki,Sapuan herba tradisional,PASTOR,Nostalgia trigger,"""Orang tua kalau malam selalu terjaga sebab kaki sejuk? Sapu minyak herba ni.""","""Formula asli sejak 1958, panaskan tapak kaki sebelum tidur supaya lena.""",Beli Set Warga Emas,Menjual kehangatan malam tanpa ubat makan.
MWTCB_25ML__zip_csv__BM016,MWTCB_25ML,BM016,BM_016,2026-06-19_zip_csv__BM016,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,16,Pekerja pejabat duduk 8 jam atas kerusi,"Belakang badan rasa kaku, leher kejang","Duduk selesa, fokus kerja tak terganggu","""Kerusi ofis ni ke urat aku yang dah tua? Sakit gila.""",Rimas / Tersiksa,Ergonomic pain,Tengah hadap laptop,Minyak selit celah laci,Botol kecil mudah letak,PAS,Use moment,"""Duduk menghadap laptop 8 jam, leher rasa macam kena simen. Keras gila.""","""Sapu minyak cap burung ni dekat tengkuk. Bau herba segar, urat pun longgar.""",Simpan Di Ofis,Target pasaran kolar putih (desk-bound workers).
MWTCB_25ML__zip_csv__BM017,MWTCB_25ML,BM017,BM_017,2026-06-19_zip_csv__BM017,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,17,Ibu mengandung kerap simpul biawak,Kejang betis tiba-tiba waktu tidur malam,"Kejang hilang cepat, tidur tidak terganggu","""Sakitnya babi contraction betis ni! Nak nangis!""",Panik / Sakit gila,Pregnancy cramp,Terjaga tengah malam,Minyak standby tepi katil,Formula urut selamat,Problem/Moment,Don't-wait hook,"""Tengah sedap tidur tiba-tiba betis kejang simpul biawak? Sakit dia sampai menangis.""","""Sebab tu kena letak botol cap merah ni tepi bantal. Capai terus urut.""",Standby Tepi Katil,Menyelesaikan masalah khusus ibu mengandung.
MWTCB_25ML__zip_csv__BM018,MWTCB_25ML,BM018,BM_018,2026-06-19_zip_csv__BM018,mwtcb_gemini_copywriting_landbank_csv.zip,Buyer_Motivation_Map,2026-06-19_zip_csv,2026-06-19_initial_landbank,18,Ayah suka bertukang/gardening,Tangan lenguh guna gergaji / cangkul,"Tangan tak kebas, boleh sambung hobi","""Urat tangan dah mula ketat, faktor usia la ni.""",Sedar diri tua,Hobby fatigue,Lepas berkebun,Minyak pulih urat,Formula tradisional asli,AIDA,Family situation,"""Ayah kau kalau dah start berkebun, petang confirm mengadu tangan kebas.""","""Bagi dia minyak hijau cap burung. Sekali tonyoh, urat tegang terus lembut.""",Beli Untuk Ayah,Hubungan emosi antara anak dan hobi ayah.
