hook_id,product_id,angle_id,motivation_id,hook_text,hook_family,hook_style,boldness_level,buyer_stage,persona_fit,primary_bucket,platform_surface_fit,best_content_format,opening_pattern,emotion_trigger,curiosity_gap,visual_prompt_hint,usage_context,sales_mechanism,compliance_risk_level,source_batch,hook_status
MWTCB_HOOK_113,MWTCB_25ML,MWTCB_ANG_038,MWTCB_25ML__zip_csv__BM003,"Bila warga emas skeptikal terhadap ubat sapu moden wangi yang tiada khasiat herba, satu rumah boleh kelam-kabut.",family_home,POV_hook,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila warga emas skeptikal terhadap...,identification,situation match,"Ayah tua memegang tiub ubat sapu moden berbau kimia, menggeleng kepala, lalu tersenyum bila anak memberikan botol Cap Burung lama.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_114,MWTCB_25ML,MWTCB_ANG_038,MWTCB_25ML__zip_csv__BM003,Jangan biar anak bini menanggung siksa sebab warga emas skeptikal terhadap ubat sapu moden wangi yang tiada khasiat herba!,family_home,warning_hook,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Jangan biar anak bini menanggung...,guilt,problem solution,"Ayah tua memegang tiub ubat sapu moden berbau kimia, menggeleng kepala, lalu tersenyum bila anak memberikan botol Cap Burung lama.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_115,MWTCB_25ML,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,Ayah nak pergi surau tapi lutut bunyi ketat? Selit sebotol minyak Cap Burung.,gift_for_parents,standby_hook,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Ayah nak pergi surau tapi...,concern,remedy speed,Ayah tua mengeluarkan botol Cap Burung dari poket jubah putihnya di perkarangan masjid kampung.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_116,MWTCB_25ML,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,"Bila ayah membawa minyak angin ke surau untuk kegunaan bersama rakan-rakan warga emas, satu rumah boleh kelam-kabut.",gift_for_parents,POV_hook,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila ayah membawa minyak angin...,identification,situation match,Ayah tua mengeluarkan botol Cap Burung dari poket jubah putihnya di perkarangan masjid kampung.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_117,MWTCB_25ML,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,Pernah tak korang gelabah bila ayah membawa minyak angin ke surau untuk kegunaan bersama rakan-rakan warga emas?,gift_for_parents,question_hook,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Ayah tua mengeluarkan botol Cap Burung dari poket jubah putihnya di perkarangan masjid kampung.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_118,MWTCB_25ML,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,Mak kat kampung tu kalau solat makin lama makin payah nak bangun. Jangan biarkan.,family_home,nostalgia_hook,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Mak kat kampung tu kalau...,concern,remedy speed,"Ibu tua memegang pemegang tangga surau kayu dengan erat, mukanya berkerut menahan sakit lutut ketika cuba melangkah naik.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_119,MWTCB_25ML,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,"Bila kesulitan fizikal warga emas menaiki tangga atau solat akibat sakit lutut/sendi ketat, satu rumah boleh kelam-kabut.",family_home,POV_hook,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila kesulitan fizikal warga emas...,identification,situation match,"Ibu tua memegang pemegang tangga surau kayu dengan erat, mukanya berkerut menahan sakit lutut ketika cuba melangkah naik.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_120,MWTCB_25ML,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,Jangan biar anak bini menanggung siksa sebab kesulitan fizikal warga emas menaiki tangga atau solat akibat sakit lutut/sendi ketat!,family_home,warning_hook,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Jangan biar anak bini menanggung...,guilt,problem solution,"Ibu tua memegang pemegang tangga surau kayu dengan erat, mukanya berkerut menahan sakit lutut ketika cuba melangkah naik.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_121,MWTCB_25ML,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,"Suri rumah kalau dah start mengemas stor, malam confirm mengaduh sakit pinggang.",family_home,problem_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Suri rumah kalau dah start...,concern,remedy speed,"Tangan suri rumah memegang mop terlepas seketika, mengurut-urut tapak tangannya yang terasa semut-semut kebas.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_122,MWTCB_25ML,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,"Bila suri rumah mengalami tangan kebas selepas mencuci kain atau mengemas stor, satu rumah boleh kelam-kabut.",family_home,POV_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila suri rumah mengalami tangan...,identification,situation match,"Tangan suri rumah memegang mop terlepas seketika, mengurut-urut tapak tangannya yang terasa semut-semut kebas.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_123,MWTCB_25ML,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,Pernah tak korang gelabah bila suri rumah mengalami tangan kebas selepas mencuci kain atau mengemas stor?,family_home,question_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,"Tangan suri rumah memegang mop terlepas seketika, mengurut-urut tapak tangannya yang terasa semut-semut kebas.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_124,MWTCB_25ML,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Siksa tengok mak ayah nak naik tangga surau sebab lutut bunyi ketat?,family_home,standby_hook,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Siksa tengok mak ayah nak...,concern,remedy speed,"Close-up kaki mak melangkah dari kerusi, terdengar kesan bunyi sendi lutut ketat; mak memicit lututnya.",rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_125,MWTCB_25ML,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,"Bila bunyi 'krak' sendi lutut warga emas ketika bangun dari duduk yang merisaukan anak, satu rumah boleh kelam-kabut.",family_home,POV_hook,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Bila bunyi 'krak' sendi lutut...,identification,situation match,"Close-up kaki mak melangkah dari kerusi, terdengar kesan bunyi sendi lutut ketat; mak memicit lututnya.",rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_126,MWTCB_25ML,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Jangan biar anak bini menanggung siksa sebab bunyi 'krak' sendi lutut warga emas ketika bangun dari duduk yang merisaukan anak!,family_home,warning_hook,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Jangan biar anak bini menanggung...,guilt,problem solution,"Close-up kaki mak melangkah dari kerusi, terdengar kesan bunyi sendi lutut ketat; mak memicit lututnya.",rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_127,MWTCB_25ML,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Sediakan sebotol minyak Cap Burung tepi sejadah mak ayah.,family_home,standby_hook,SOFT,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Sediakan sebotol minyak Cap Burung...,concern,remedy speed,Close-up tangan warga emas mencapai botol cap merah dari tepi sejadah hijau selepas selesai memberi salam solat.,rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_128,MWTCB_25ML,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,"Bila meletakkan minyak angin di tepi sejadah rumah untuk kegunaan solat harian, satu rumah boleh kelam-kabut.",family_home,POV_hook,SOFT,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Bila meletakkan minyak angin di...,identification,situation match,Close-up tangan warga emas mencapai botol cap merah dari tepi sejadah hijau selepas selesai memberi salam solat.,rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_129,MWTCB_25ML,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Pernah tak korang gelabah bila meletakkan minyak angin di tepi sejadah rumah untuk kegunaan solat harian?,family_home,question_hook,SOFT,gift_buyer,mak_mak,FAMILY_HOME,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Close-up tangan warga emas mencapai botol cap merah dari tepi sejadah hijau selepas selesai memberi salam solat.,rumah,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_130,MWTCB_25ML,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,New parents paling takut bila anak start nangis perut keras. Jangan panik.,family_home,standby_hook,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,New parents paling takut bila...,concern,remedy speed,"Ibu muda memeluk anak bayi yang menangis, memicit perut bayi dengan bimbang; datuk tersenyum menghulurkan botol Cap Burung.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_131,MWTCB_25ML,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,"Bila kebimbangan ibu bapa baru ketika perut bayi kembung keras dan menangis tanpa henti, satu rumah boleh kelam-kabut.",family_home,POV_hook,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila kebimbangan ibu bapa baru...,identification,situation match,"Ibu muda memeluk anak bayi yang menangis, memicit perut bayi dengan bimbang; datuk tersenyum menghulurkan botol Cap Burung.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_132,MWTCB_25ML,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Jangan biar anak bini menanggung siksa sebab kebimbangan ibu bapa baru ketika perut bayi kembung keras dan menangis tanpa henti!,family_home,warning_hook,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Jangan biar anak bini menanggung...,guilt,problem solution,"Ibu muda memeluk anak bayi yang menangis, memicit perut bayi dengan bimbang; datuk tersenyum menghulurkan botol Cap Burung.",balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_133,MWTCB_25ML,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Sebab tu nenek selalu bising suruh sapu minyak angin tradisional dekat kaki cucu.,family_home,standby_hook,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Sebab tu nenek selalu bising...,concern,remedy speed,Nenek tersenyum menyapu minyak Cap Burung pada tapak kaki cucunya yang berselimut tebal di atas riba.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_134,MWTCB_25ML,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,"Bila pemberian petua dan ubat dari nenek kepada cucu sebagai simbol warisan keluarga, satu rumah boleh kelam-kabut.",family_home,POV_hook,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Bila pemberian petua dan ubat...,identification,situation match,Nenek tersenyum menyapu minyak Cap Burung pada tapak kaki cucunya yang berselimut tebal di atas riba.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_135,MWTCB_25ML,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Pernah tak korang gelabah bila pemberian petua dan ubat dari nenek kepada cucu sebagai simbol warisan keluarga?,family_home,question_hook,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,poster_ads,hybrid_video,Pernah tak korang gelabah bila...,empathy,problem solution,Nenek tersenyum menyapu minyak Cap Burung pada tapak kaki cucunya yang berselimut tebal di atas riba.,balik_kampung,family_responsibility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_136,MWTCB_25ML,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Bukan semua benda viral boleh dipercayai.,nostalgia_trust,standby_hook,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Bukan semua benda viral boleh...,concern,remedy speed,"Lelaki membuang tiub minyak moden berbau kimia ke tong sampah, lalu memegang botol kaca hijau retro Cap Burung dengan puas.",balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_137,MWTCB_25ML,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Teringat petua arwah tok bila sikap skeptikal pembeli terhadap produk TikTok Shop baru yang viral tetapi tidak berkesan.,nostalgia_trust,POV_hook,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Lelaki membuang tiub minyak moden berbau kimia ke tong sampah, lalu memegang botol kaca hijau retro Cap Burung dengan puas.",balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_138,MWTCB_25ML,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Bahaya kalau tak bersedia bila sikap skeptikal pembeli terhadap produk TikTok Shop baru yang viral tetapi tidak berkesan!,nostalgia_trust,warning_hook,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Lelaki membuang tiub minyak moden berbau kimia ke tong sampah, lalu memegang botol kaca hijau retro Cap Burung dengan puas.",balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_139,MWTCB_25ML,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Produk OEM boleh siap dalam sebulan. Formula warisan asli ni ambil masa 60 tahun diuji.,nostalgia_trust,standby_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Produk OEM boleh siap dalam...,concern,remedy speed,Close-up label botol retro menunjukkan teks 'Sejak 1958' dengan latar belakang cermin kayu lama kampung.,balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_140,MWTCB_25ML,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Teringat petua arwah tok bila sejarah panjang produk sebagai bukti kualiti yang tidak boleh ditiru.,nostalgia_trust,POV_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,Close-up label botol retro menunjukkan teks 'Sejak 1958' dengan latar belakang cermin kayu lama kampung.,balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_141,MWTCB_25ML,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Pernah terfikir tak petua warisan lama untuk redakan sejarah panjang produk sebagai bukti kualiti yang tidak boleh ditiru?,nostalgia_trust,question_hook,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,poster_ads,hybrid_video,Pernah terfikir tak petua warisan...,empathy,problem solution,Close-up label botol retro menunjukkan teks 'Sejak 1958' dengan latar belakang cermin kayu lama kampung.,balik_kampung,gift_utility,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_142,MWTCB_25ML,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,"Kalau kau pernah buka almari rumah tok dekat kampung, kau tahu bau ni.",nostalgia_trust,nostalgia_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Kalau kau pernah buka almari...,nostalgia,remedy speed,"Tangan membuka pintu almari kayu lama yang berukir, bau herba segar keluar, menampakkan botol kaca hijau Cap Burung.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_143,MWTCB_25ML,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Teringat petua arwah tok bila meningatkan pembeli tentang bau dan memori manis almari kayu rumah nenek di kampung.,nostalgia_trust,POV_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Tangan membuka pintu almari kayu lama yang berukir, bau herba segar keluar, menampakkan botol kaca hijau Cap Burung.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_144,MWTCB_25ML,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Bahaya kalau tak bersedia bila meningatkan pembeli tentang bau dan memori manis almari kayu rumah nenek di kampung!,nostalgia_trust,warning_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Tangan membuka pintu almari kayu lama yang berukir, bau herba segar keluar, menampakkan botol kaca hijau Cap Burung.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_145,MWTCB_25ML,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,"Rumah flat di KL, tapi bau ubat sapu tetap nak bau rumah kampung.",nostalgia_trust,nostalgia_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,"Rumah flat di KL, tapi...",concern,remedy speed,"Close-up tingkap kayu rumah kampung terbuka luas memaparkan sawah padi, sebotol Cap Burung terletak di ambang tingkap.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_146,MWTCB_25ML,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Teringat petua arwah tok bila minyak angin sebagai penghubung emosi dengan suasana tenang kampung halaman.,nostalgia_trust,POV_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Close-up tingkap kayu rumah kampung terbuka luas memaparkan sawah padi, sebotol Cap Burung terletak di ambang tingkap.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_147,MWTCB_25ML,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Pernah terfikir tak petua warisan lama untuk redakan minyak angin sebagai penghubung emosi dengan suasana tenang kampung halaman?,nostalgia_trust,question_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Pernah terfikir tak petua warisan...,empathy,problem solution,"Close-up tingkap kayu rumah kampung terbuka luas memaparkan sawah padi, sebotol Cap Burung terletak di ambang tingkap.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_148,MWTCB_25ML,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Jangan gadaikan urat badan kau dekat produk OEM yang baru rebrand semalam.,nostalgia_trust,standby_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Jangan gadaikan urat badan kau...,concern,remedy speed,"Seorang lelaki memegang botol kaca hijau tebal Cap Burung, menatap label burung lama dengan penuh rasa percaya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_149,MWTCB_25ML,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Teringat petua arwah tok bila menentang lambakan produk minyak angin rebrand OEM tanpa formulasi khusus.,nostalgia_trust,POV_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Seorang lelaki memegang botol kaca hijau tebal Cap Burung, menatap label burung lama dengan penuh rasa percaya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_150,MWTCB_25ML,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Bahaya kalau tak bersedia bila menentang lambakan produk minyak angin rebrand OEM tanpa formulasi khusus!,nostalgia_trust,warning_hook,BOLD,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Seorang lelaki memegang botol kaca hijau tebal Cap Burung, menatap label burung lama dengan penuh rasa percaya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_151,MWTCB_25ML,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,"Dari zaman arwah tok, turun ke mak ayah, sampai ke kita sekarang.",nostalgia_trust,standby_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,"Dari zaman arwah tok, turun...",nostalgia,remedy speed,"Kamera memaparkan tangan datuk tua menyerahkan botol Cap Burung kepada tangan ayah muda, yang kemudian menyapu betis anaknya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_152,MWTCB_25ML,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,"Teringat petua arwah tok bila produk yang diturunkan kegunaannya dari datuk, kepada ayah, seterusnya kepada cucu.",nostalgia_trust,POV_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Kamera memaparkan tangan datuk tua menyerahkan botol Cap Burung kepada tangan ayah muda, yang kemudian menyapu betis anaknya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_153,MWTCB_25ML,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,"Pernah terfikir tak petua warisan lama untuk redakan produk yang diturunkan kegunaannya dari datuk, kepada ayah, seterusnya kepada cucu?",nostalgia_trust,question_hook,SOFT,cold_scroll,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Pernah terfikir tak petua warisan...,empathy,problem solution,"Kamera memaparkan tangan datuk tua menyerahkan botol Cap Burung kepada tangan ayah muda, yang kemudian menyapu betis anaknya.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_154,MWTCB_25ML,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Petua orang lama jangan cepat sangat kau buang.,nostalgia_trust,standby_hook,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Petua orang lama jangan cepat...,concern,remedy speed,"Anak muda menolak paket pil penahan sakit plastik, sebaliknya mengambil botol minyak Cap Burung untuk menyapu tengkuk.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_155,MWTCB_25ML,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Teringat petua arwah tok bila menggesa anak muda menghormati dan mengekalkan ubat tradisional berbanding pil moden.,nostalgia_trust,POV_hook,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Anak muda menolak paket pil penahan sakit plastik, sebaliknya mengambil botol minyak Cap Burung untuk menyapu tengkuk.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_156,MWTCB_25ML,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Bahaya kalau tak bersedia bila menggesa anak muda menghormati dan mengekalkan ubat tradisional berbanding pil moden!,nostalgia_trust,warning_hook,BOLD,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Bahaya kalau tak bersedia bila...,guilt,problem solution,"Anak muda menolak paket pil penahan sakit plastik, sebaliknya mengambil botol minyak Cap Burung untuk menyapu tengkuk.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_157,MWTCB_25ML,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Dah bosan dengan bau ubat moden yang menusuk hidung macam chemical hospital?,nostalgia_trust,standby_hook,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Dah bosan dengan bau ubat...,concern,remedy speed,"Ibu menghidu penutup botol Cap Burung lama, tersenyum lega merasai aroma segar herba semula jadi.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_158,MWTCB_25ML,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Teringat petua arwah tok bila aroma segar daun herba tradisional yang menenangkan fikiran tersumbat.,nostalgia_trust,POV_hook,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Ibu menghidu penutup botol Cap Burung lama, tersenyum lega merasai aroma segar herba semula jadi.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_159,MWTCB_25ML,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Pernah terfikir tak petua warisan lama untuk redakan aroma segar daun herba tradisional yang menenangkan fikiran tersumbat?,nostalgia_trust,question_hook,MODERATE,cold_scroll,universal_household,NOSTALGIA_TRUST,poster_ads,hybrid_video,Pernah terfikir tak petua warisan...,empathy,problem solution,"Ibu menghidu penutup botol Cap Burung lama, tersenyum lega merasai aroma segar herba semula jadi.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_160,MWTCB_25ML,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Dalam TikTok orang tak baca detail. Mereka cari satu signal: Sejak 1958.,nostalgia_trust,nostalgia_hook,BOLD,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Dalam TikTok orang tak baca...,nostalgia,remedy speed,"Tangan memegang botol kaca tebal, jari menyentuh perkataan 'Sejak 1958' yang dicetak timbul pada label warisan.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
MWTCB_HOOK_161,MWTCB_25ML,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Teringat petua arwah tok bila menggunakan label 'Sejak 1958' sebagai simbol muktamad kualiti dan keselamatan produk.,nostalgia_trust,POV_hook,BOLD,warm_interest,nostalgia_buyer,NOSTALGIA_TRUST,poster_ads,hybrid_video,Teringat petua arwah tok bila...,identification,situation match,"Tangan memegang botol kaca tebal, jari menyentuh perkataan 'Sejak 1958' yang dicetak timbul pada label warisan.",rumah,nostalgia_trust,LOW,2026-06-19_part3_6_copy_components,draft
