cta_id,product_id,angle_id,motivation_id,cta_text,cta_family,buyer_stage,boldness_level,platform_surface_fit,best_content_format,urgency_level,action_type,usage_context,source_batch,cta_status
MWTCB_CTA_099,MWTCB_25ML,MWTCB_ANG_099,MWTCB_25ML__zip_csv__BM058,Dapatkan saiz pouch kerja sekarang.,price_check,ready_to_buy,MODERATE,poster_ads,hybrid_video,HIGH,view_offer,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_100,MWTCB_25ML,MWTCB_ANG_100,MWTCB_25ML__xlsx__BM005,Beli set jubah surau untuk datuk.,bundle_buy,ready_to_buy,BOLD,poster_ads,hybrid_video,MEDIUM,bundle_checkout,laci,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_101,MWTCB_25ML,MWTCB_ANG_101,MWTCB_25ML__xlsx__BM005,Beli set beg sukan futsal hari ini.,bundle_buy,ready_to_buy,MODERATE,poster_ads,hybrid_video,MEDIUM,bundle_checkout,laci,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_102,MWTCB_25ML,MWTCB_ANG_102,MWTCB_25ML__xlsx__BM006,Beli set keyboard standby sekarang.,standby_now,cold_scroll,AGGRESSIVE,poster_ads,hybrid_video,HIGH,prepare_stock,laci,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_103,MWTCB_25ML,MWTCB_ANG_103,MWTCB_25ML__xlsx__BM006,Tap beg kuning kaki game sekarang.,shop_now,cold_scroll,MODERATE,poster_ads,hybrid_video,HIGH,click_beg_kuning,laci,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_104,MWTCB_25ML,MWTCB_ANG_104,MWTCB_25ML__xlsx__BM035,Beli botol tebal anti-pecah sekarang.,price_check,cold_scroll,AGGRESSIVE,poster_ads,hybrid_video,HIGH,view_offer,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_105,MWTCB_25ML,MWTCB_ANG_105,MWTCB_25ML__zip_csv__BM004,Sauk saiz poket sling bag hari ini.,price_check,ready_to_buy,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_106,MWTCB_25ML,MWTCB_ANG_106,MWTCB_25ML__xlsx__BM007,Beli set balik kampung jimat.,bundle_buy,cold_scroll,AGGRESSIVE,poster_ads,hybrid_video,MEDIUM,bundle_checkout,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_107,MWTCB_25ML,MWTCB_ANG_107,MWTCB_25ML__xlsx__BM007,Sediakan sebiji dalam cup holder kereta.,price_check,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_108,MWTCB_25ML,MWTCB_ANG_108,MWTCB_25ML__xlsx__BM008,Tap beg kuning set EDC jimat.,shop_now,warm_interest,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_109,MWTCB_25ML,MWTCB_ANG_109,MWTCB_25ML__xlsx__BM008,Dapatkan set sekolah anak hari ini.,bundle_buy,warm_interest,SOFT,poster_ads,hybrid_video,MEDIUM,bundle_checkout,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_110,MWTCB_25ML,MWTCB_ANG_110,MWTCB_25ML__xlsx__BM009,Masukkan dalam cart sebelum trip seterusnya.,bundle_buy,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,bundle_checkout,travel,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_111,MWTCB_25ML,MWTCB_ANG_111,MWTCB_25ML__xlsx__BM009,Dapatkan set packing travel sekarang.,bundle_buy,cold_scroll,MODERATE,poster_ads,hybrid_video,HIGH,bundle_checkout,travel,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_112,MWTCB_25ML,MWTCB_ANG_112,MWTCB_25ML__xlsx__BM025,Beli set pemandu Grab sekarang.,bundle_buy,warm_interest,BOLD,poster_ads,hybrid_video,HIGH,bundle_checkout,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_113,MWTCB_25ML,MWTCB_ANG_113,MWTCB_25ML__xlsx__BM025,Beli set pemandu lori jimat.,bundle_buy,warm_interest,BOLD,poster_ads,hybrid_video,MEDIUM,bundle_checkout,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_114,MWTCB_25ML,MWTCB_ANG_114,MWTCB_25ML__xlsx__BM050,Simpan satu botol dekat dashboard pemandu.,price_check,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,view_offer,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_115,MWTCB_25ML,MWTCB_ANG_115,MWTCB_25ML__xlsx__BM050,Beli set rider motor jimat.,bundle_buy,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,bundle_checkout,kereta,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_116,MWTCB_25ML,MWTCB_ANG_116,MWTCB_25ML__xlsx__BM051,Ambil Promo Kereta Standby sekarang.,standby_now,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,prepare_stock,travel,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_117,MWTCB_25ML,MWTCB_ANG_117,MWTCB_25ML__xlsx__BM051,Beli set pemandu bas jimat.,bundle_buy,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,bundle_checkout,travel,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_118,MWTCB_25ML,MWTCB_ANG_118,MWTCB_25ML__zip_csv__BM002,Standby Satu Dalam Pouch motor.,standby_now,ready_to_buy,AGGRESSIVE,poster_ads,hybrid_video,MEDIUM,prepare_stock,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_119,MWTCB_25ML,MWTCB_ANG_119,MWTCB_25ML__zip_csv__BM002,Dapatkan set rider standby sekarang.,standby_now,ready_to_buy,BOLD,poster_ads,hybrid_video,HIGH,prepare_stock,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_120,MWTCB_25ML,MWTCB_ANG_120,MWTCB_25ML__zip_csv__BM045,Tap beg kuning saiz backpacker.,shop_now,repeat_buyer,MODERATE,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_121,MWTCB_25ML,MWTCB_ANG_121,MWTCB_25ML__xlsx__BM019,"Tap beg kuning, tengok sendiri harga legend.",shop_now,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_122,MWTCB_25ML,MWTCB_ANG_122,MWTCB_25ML__xlsx__BM019,Tap beg kuning untuk ubat retro estetik.,shop_now,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_123,MWTCB_25ML,MWTCB_ANG_123,MWTCB_25ML__xlsx__BM020,"Tap check price, jangan overthink masuk cart.",price_check,ready_to_buy,BOLD,poster_ads,hybrid_video,MEDIUM,view_offer,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_124,MWTCB_25ML,MWTCB_ANG_124,MWTCB_25ML__xlsx__BM020,Tap check harga diskaun trial.,price_check,ready_to_buy,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_125,MWTCB_25ML,MWTCB_ANG_125,MWTCB_25ML__xlsx__BM044,Tap beg kuning beli sekarang terus jimat.,shop_now,ready_to_buy,BOLD,poster_ads,hybrid_video,HIGH,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_126,MWTCB_25ML,MWTCB_ANG_126,MWTCB_25ML__xlsx__BM044,Tap beg kuning sauk set jimat.,shop_now,ready_to_buy,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_127,MWTCB_25ML,MWTCB_ANG_127,MWTCB_25ML__xlsx__BM057,"Tap beg kuning, jangan overthink.",shop_now,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_128,MWTCB_25ML,MWTCB_ANG_128,MWTCB_25ML__xlsx__BM057,Tap beg kuning untuk merasai sendiri.,shop_now,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_129,MWTCB_25ML,MWTCB_ANG_129,MWTCB_25ML__xlsx__BM058,Dapatkan minyak gamer standby sekarang.,standby_now,ready_to_buy,BOLD,poster_ads,hybrid_video,HIGH,prepare_stock,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_130,MWTCB_25ML,MWTCB_ANG_130,MWTCB_25ML__xlsx__BM058,Ambil bundle borong meja game sekarang.,bundle_buy,ready_to_buy,SOFT,poster_ads,hybrid_video,HIGH,bundle_checkout,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_131,MWTCB_25ML,MWTCB_ANG_131,MWTCB_25ML__xlsx__BM012,Tap tengok produk legenda sekarang.,price_check,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,view_offer,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_132,MWTCB_25ML,MWTCB_ANG_132,MWTCB_25ML__xlsx__BM012,Klik beli herba Cap Burung legend.,price_check,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_133,MWTCB_25ML,MWTCB_ANG_133,MWTCB_25ML__xlsx__BM012,Tap beg kuning tengok produk legend.,shop_now,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_134,MWTCB_25ML,MWTCB_ANG_134,MWTCB_25ML__zip_csv__BM030,Tap beg kuning sauk harga promo sekarang.,shop_now,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,click_beg_kuning,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_135,MWTCB_25ML,MWTCB_ANG_135,MWTCB_25ML__zip_csv__BM030,Dapatkan ketenangan kampung hari ini.,price_check,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_136,MWTCB_25ML,MWTCB_ANG_136,MWTCB_25ML__xlsx__BM024,Beli satu botol standby hari Isnin.,standby_now,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,prepare_stock,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_137,MWTCB_25ML,MWTCB_ANG_137,MWTCB_25ML__xlsx__BM024,Tap beg kuning hilangkan kaku tengkuk.,shop_now,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_138,MWTCB_25ML,MWTCB_ANG_138,MWTCB_25ML__xlsx__BM024,Sediakan sebiji dalam pouch kerja.,price_check,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,view_offer,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_139,MWTCB_25ML,MWTCB_ANG_139,MWTCB_25ML__xlsx__BM026,Sauk set mak standby sekarang.,standby_now,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,prepare_stock,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_140,MWTCB_25ML,MWTCB_ANG_140,MWTCB_25ML__xlsx__BM026,Beli set ibu mengandung sekarang.,bundle_buy,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,bundle_checkout,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_141,MWTCB_25ML,MWTCB_ANG_141,MWTCB_25ML__xlsx__BM026,Standby ubat pinggang mak hari ini.,standby_now,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,prepare_stock,rumah,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_142,MWTCB_25ML,MWTCB_ANG_142,MWTCB_25ML__xlsx__BM045,Sauk saiz travel beg sekarang.,price_check,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,view_offer,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_143,MWTCB_25ML,MWTCB_ANG_143,MWTCB_25ML__xlsx__BM045,Tap beg kuning saiz makeup pouch.,shop_now,cold_scroll,MODERATE,poster_ads,hybrid_video,MEDIUM,click_beg_kuning,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_144,MWTCB_25ML,MWTCB_ANG_144,MWTCB_25ML__xlsx__BM045,Beli set gadis travel jimat.,bundle_buy,cold_scroll,SOFT,poster_ads,hybrid_video,MEDIUM,bundle_checkout,beg,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_145,MWTCB_25ML,MWTCB_ANG_145,MWTCB_25ML__zip_csv__BM049,Beli set kerja lasak jimat.,bundle_buy,cold_scroll,BOLD,poster_ads,hybrid_video,MEDIUM,bundle_checkout,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_146,MWTCB_25ML,MWTCB_ANG_146,MWTCB_25ML__zip_csv__BM049,Beli set rider basikal sekarang.,bundle_buy,cold_scroll,MODERATE,poster_ads,hybrid_video,HIGH,bundle_checkout,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_147,MWTCB_25ML,MWTCB_ANG_147,MWTCB_25ML__zip_csv__BM049,Dapatkan set warehouse jimat sekarang.,bundle_buy,cold_scroll,BOLD,poster_ads,hybrid_video,HIGH,bundle_checkout,kerja,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_148,MWTCB_25ML,MWTCB_ANG_148,MWTCB_25ML__zip_csv__BM026,Beli Set Sendawa Raya sekarang.,bundle_buy,repeat_buyer,BOLD,poster_ads,hybrid_video,HIGH,bundle_checkout,balik_kampung,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_149,MWTCB_25ML,MWTCB_ANG_149,MWTCB_25ML__zip_csv__BM026,Beli Buah Tangan kenduri sekarang.,price_check,repeat_buyer,MODERATE,poster_ads,hybrid_video,HIGH,view_offer,balik_kampung,2026-06-19_part3_6_copy_components,draft
MWTCB_CTA_150,MWTCB_25ML,MWTCB_ANG_150,MWTCB_25ML__zip_csv__BM026,Dapatkan set musim hujan jimat.,bundle_buy,repeat_buyer,SOFT,poster_ads,hybrid_video,MEDIUM,bundle_checkout,balik_kampung,2026-06-19_part3_6_copy_components,draft
