usp_id,product_id,angle_id,motivation_id,usp_text,usp_family,proof_type,visual_proof,buyer_reason,primary_bucket,usage_context,boldness_level,best_content_format,platform_surface_fit,source_batch,usp_status
MWTCB_USP_083,MWTCB_25ML,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Formula warisan tradisi asli sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,FAMILY_HOME,rumah,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_084,MWTCB_25ML,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,FAMILY_HOME,rumah,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_085,MWTCB_25ML,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Bau herba aromatik yang tidak mengganggu jemaah.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,FAMILY_HOME,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_086,MWTCB_25ML,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,FAMILY_HOME,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_087,MWTCB_25ML,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Formula warisan asli sejak 1958 yang terbukti aman.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,FAMILY_HOME,balik_kampung,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_088,MWTCB_25ML,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,FAMILY_HOME,balik_kampung,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_089,MWTCB_25ML,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Formula warisan asli sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,FAMILY_HOME,balik_kampung,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_090,MWTCB_25ML,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,FAMILY_HOME,balik_kampung,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_091,MWTCB_25ML,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Tapi sebab herba asli dia memang melegakan urat sendi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,balik_kampung,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_092,MWTCB_25ML,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,NOSTALGIA_TRUST,balik_kampung,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_093,MWTCB_25ML,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Minyak tradisional tulen kegemaran orang lama.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,balik_kampung,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_094,MWTCB_25ML,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,NOSTALGIA_TRUST,balik_kampung,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_095,MWTCB_25ML,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Petua Turun Temurun 1958 pembawa memori.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_096,MWTCB_25ML,MWTCB_ANG_048,MWTCB_25ML__xlsx__BM011,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_097,MWTCB_25ML,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Formula tradisional asli sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_098,MWTCB_25ML,MWTCB_ANG_049,MWTCB_25ML__xlsx__BM011,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,NOSTALGIA_TRUST,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_099,MWTCB_25ML,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Petua Asli warisan orang lama Malaysia.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_100,MWTCB_25ML,MWTCB_ANG_050,MWTCB_25ML__xlsx__BM018,Petua turun-temurun sejak 1958 yang dipercayai.,Petua turun-temurun,heritage,show vintage cabinet context,khasiat warisan turun-temurun,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_101,MWTCB_25ML,MWTCB_ANG_051,MWTCB_25ML__xlsx__BM018,Formula warisan sejak 1958 kekal asli.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_102,MWTCB_25ML,MWTCB_ANG_052,MWTCB_25ML__xlsx__BM030,Formula hijau asli Cap Burung sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_103,MWTCB_25ML,MWTCB_ANG_053,MWTCB_25ML__xlsx__BM030,Minyak hijau herba pekat warisan 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_104,MWTCB_25ML,MWTCB_ANG_054,MWTCB_25ML__xlsx__BM031,Minyak Warisan Tok Cap Burung tulen.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_105,MWTCB_25ML,MWTCB_ANG_055,MWTCB_25ML__xlsx__BM031,Petua Turun Temurun warisan lama sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_106,MWTCB_25ML,MWTCB_ANG_056,MWTCB_25ML__xlsx__BM056,Formula asli tradisional yang melegakan ulu hati warga emas.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_107,MWTCB_25ML,MWTCB_ANG_057,MWTCB_25ML__zip_csv__BM005,Formula tradisional meresap dalam untuk lembutkan urat keras.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_108,MWTCB_25ML,MWTCB_ANG_058,MWTCB_25ML__zip_csv__BM015,Formula meresap pantas melegakan ketegangan serat otot.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,malam,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_109,MWTCB_25ML,MWTCB_ANG_059,MWTCB_25ML__zip_csv__BM015,Herba tradisional asli penyembuh sengal sukan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,malam,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_110,MWTCB_25ML,MWTCB_ANG_060,MWTCB_25ML__zip_csv__BM028,Kehangatan formula asli sejak 1958 menjamin tidur malam lena.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_111,MWTCB_25ML,MWTCB_ANG_061,MWTCB_25ML__zip_csv__BM028,Formula asli warisan 1958 yang dipercayai ibu.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_112,MWTCB_25ML,MWTCB_ANG_062,MWTCB_25ML__zip_csv__BM031,Bau herba segar tradisional semula jadi yang menusuk ubat.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,malam,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_113,MWTCB_25ML,MWTCB_ANG_063,MWTCB_25ML__zip_csv__BM031,Identiti visual asli yang bertahan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,NOSTALGIA_TRUST,malam,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_114,MWTCB_25ML,MWTCB_ANG_064,MWTCB_25ML__zip_csv__BM050,Meresap pantas melegakan kaku tengkuk.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_115,MWTCB_25ML,MWTCB_ANG_065,MWTCB_25ML__zip_csv__BM060,Label burung warisan asli yang tidak pernah menipu khasiat.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,NOSTALGIA_TRUST,malam,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_116,MWTCB_25ML,MWTCB_ANG_066,MWTCB_25ML__xlsx__BM014,Botol kecil 25ml senang selit dekat mana-mana tempat.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_117,MWTCB_25ML,MWTCB_ANG_067,MWTCB_25ML__xlsx__BM014,Formula asli Cap Burung sejak 1958 kegemaran satu rumah.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_118,MWTCB_25ML,MWTCB_ANG_068,MWTCB_25ML__xlsx__BM014,Botol tebal kaca hijau tebal tahan haba kereta.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_119,MWTCB_25ML,MWTCB_ANG_069,MWTCB_25ML__xlsx__BM014,"Saiz muat poket beg kerja, mudah capai bila-bila masa.",Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_120,MWTCB_25ML,MWTCB_ANG_070,MWTCB_25ML__xlsx__BM014,Formula herba asli yang menenangkan suasana ofis stres.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_121,MWTCB_25ML,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,Petua warisan asli sejak 1958 kegemaran seisi rumah.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_122,MWTCB_25ML,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Formula asli tradisional pekat herba tahan lama.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_123,MWTCB_25ML,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,Botol kaca kecil retro yang kemas diletakkan di mana-mana.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_124,MWTCB_25ML,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,Formula asli 1958 yang dipercayai orang tua.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_125,MWTCB_25ML,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,Harga runtuh herba asli tradisional legenda.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_126,MWTCB_25ML,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,Formula asli tradisional Cap Burung sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_127,MWTCB_25ML,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,Warna hijau asli cap merah mudah nampak celah sabun.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_128,MWTCB_25ML,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Saiz poket 25ml kaca tebal tidak pecah.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_129,MWTCB_25ML,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,Formula asli selamat melegakan urat lesu.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_130,MWTCB_25ML,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,Formula warisan 1958 kegemaran nenek saudara kampung.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_131,MWTCB_25ML,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,Formula asli tradisional warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,beg,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_132,MWTCB_25ML,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,Herba asli tradisional pembakar semangat mengajar.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,beg,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_133,MWTCB_25ML,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,Formula herba tegang urat pekat asli.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,beg,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_134,MWTCB_25ML,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Petua Turun Temurun warisan sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,MULTI_BUY,beg,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_135,MWTCB_25ML,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,Bau herba menyegarkan aroma tradisi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,MULTI_BUY,beg,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_136,MWTCB_25ML,MWTCB_ANG_086,MWTCB_25ML__xlsx__BM005,Kaca hijau tebal yang kukuh tidak mudah pecah.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_137,MWTCB_25ML,MWTCB_ANG_087,MWTCB_25ML__xlsx__BM005,Cap merah senang nampak dalam timbunan barang bag.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_138,MWTCB_25ML,MWTCB_ANG_088,MWTCB_25ML__xlsx__BM006,Cap merah striking yang sangat mudah dicari ketika kalut.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_139,MWTCB_25ML,MWTCB_ANG_089,MWTCB_25ML__xlsx__BM006,Botol kaca hijau retro tidak mudah tumpah atau pecah.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_140,MWTCB_25ML,MWTCB_ANG_090,MWTCB_25ML__xlsx__BM035,Herba asli tradisional turun-temurun sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PRACTICAL_STORAGE,rumah,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_141,MWTCB_25ML,MWTCB_ANG_091,MWTCB_25ML__xlsx__BM035,Bau herba aromatik warisan asli yang disukai jemaah.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_142,MWTCB_25ML,MWTCB_ANG_092,MWTCB_25ML__zip_csv__BM004,"Sapu lembut herba asli, tidur lena sampai pagi.",Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,beg,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_143,MWTCB_25ML,MWTCB_ANG_093,MWTCB_25ML__zip_csv__BM007,Formula herba tradisional asli yang menenangkan ruang sempit.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_144,MWTCB_25ML,MWTCB_ANG_094,MWTCB_25ML__zip_csv__BM016,Formula asli tradisional selamat dari kebocoran.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,kerja,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_145,MWTCB_25ML,MWTCB_ANG_095,MWTCB_25ML__zip_csv__BM016,Warna hijau asli cap merah identiti retro.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,kerja,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_146,MWTCB_25ML,MWTCB_ANG_096,MWTCB_25ML__zip_csv__BM057,Formula asli sejak 1958 yang tahan disimpan lama.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,PRACTICAL_STORAGE,rumah,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_147,MWTCB_25ML,MWTCB_ANG_097,MWTCB_25ML__zip_csv__BM057,Minyak hijau pekat herba asli tradisional.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,rumah,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_148,MWTCB_25ML,MWTCB_ANG_098,MWTCB_25ML__zip_csv__BM058,Botol kecil mudah diletakkan tepi mousepad laptop.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,beg,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_149,MWTCB_25ML,MWTCB_ANG_099,MWTCB_25ML__zip_csv__BM058,Cap merah mudah dicari celah kabel usb.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,beg,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_150,MWTCB_25ML,MWTCB_ANG_100,MWTCB_25ML__xlsx__BM005,Aroma herba asli tradisional yang dihormati jemaah surau.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_151,MWTCB_25ML,MWTCB_ANG_101,MWTCB_25ML__xlsx__BM005,Kaca tebal pepejal tahan hentaman kasut sukan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_152,MWTCB_25ML,MWTCB_ANG_102,MWTCB_25ML__xlsx__BM006,Formula meresap pantas melegakan urat sendi jari.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_153,MWTCB_25ML,MWTCB_ANG_103,MWTCB_25ML__xlsx__BM006,Kaca hijau retro pelengkap setup desktop moden.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,laci,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_154,MWTCB_25ML,MWTCB_ANG_104,MWTCB_25ML__xlsx__BM035,Penutup cap merah ribbed dengan seal ketat anti-tumpah.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,rumah,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_155,MWTCB_25ML,MWTCB_ANG_105,MWTCB_25ML__zip_csv__BM004,Botol kaca hijau retro tebal yang tidak bocor mengotori barang peribadi.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,PRACTICAL_STORAGE,beg,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_156,MWTCB_25ML,MWTCB_ANG_106,MWTCB_25ML__xlsx__BM007,Bau herba segar asli yang menghilangkan loya jalan jauh.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,AGGRESSIVE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_157,MWTCB_25ML,MWTCB_ANG_107,MWTCB_25ML__xlsx__BM007,Formula asli tradisional penenang pemandu jalan jem.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_158,MWTCB_25ML,MWTCB_ANG_108,MWTCB_25ML__xlsx__BM008,"Kecil, tebal, dan bersedia bila-bila masa diperlukan.",Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,beg,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_159,MWTCB_25ML,MWTCB_ANG_109,MWTCB_25ML__xlsx__BM008,Formula asli tradisional herba semula jadi.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,beg,SOFT,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_160,MWTCB_25ML,MWTCB_ANG_110,MWTCB_25ML__xlsx__BM009,Standby Cap Burung 25ml saiz travel dalam kit bag.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,travel,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_161,MWTCB_25ML,MWTCB_ANG_111,MWTCB_25ML__xlsx__BM009,Formula asli 1958 pelindung percutian selesa.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TRAVEL_CAR_BAG,travel,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_162,MWTCB_25ML,MWTCB_ANG_112,MWTCB_25ML__xlsx__BM025,Meresap memanaskan otot pinggang tegang dengan cepat.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_163,MWTCB_25ML,MWTCB_ANG_113,MWTCB_25ML__xlsx__BM025,Herba pekat tradisional asli melegakan otot letih.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_164,MWTCB_25ML,MWTCB_ANG_114,MWTCB_25ML__xlsx__BM050,Formula asli tradisional dengan aroma semula jadi menenangkan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_165,MWTCB_25ML,MWTCB_ANG_115,MWTCB_25ML__xlsx__BM050,Herba pekat tradisional asli pelindung rider jalanan.,Botol 25ml,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,kereta,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_166,MWTCB_25ML,MWTCB_ANG_116,MWTCB_25ML__xlsx__BM051,Botol kaca hijau 25ml muat cup holder kereta.,Minyak hijau tradisi,product-only visual proof,show green liquid,herba pekat tulen,TRAVEL_CAR_BAG,travel,BOLD,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
MWTCB_USP_167,MWTCB_25ML,MWTCB_ANG_117,MWTCB_25ML__xlsx__BM051,Formula warisan tradisi asli sejak 1958.,Sejak 1958,heritage,show vintage logo,petua warisan dipercayai,TRAVEL_CAR_BAG,travel,MODERATE,hybrid_video,poster_ads,2026-06-19_part3_6_copy_components,draft
