subhook_id,product_id,hook_id,angle_id,motivation_id,subhook_text,subhook_role,boldness_level,buyer_stage,persona_fit,primary_bucket,usage_context,sales_mechanism,proof_direction,visual_support,source_batch,subhook_status
MWTCB_SUBHOOK_071,MWTCB_25ML,MWTCB_HOOK_071,MWTCB_ANG_024,MWTCB_25ML__zip_csv__BM056,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tumit kaki rasa tegang.,trust cue,BOLD,warm_interest,anak_beli_untuk_parent,STANDBY_BEFORE_NEED,malam,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_072,MWTCB_25ML,MWTCB_HOOK_072,MWTCB_ANG_024,MWTCB_25ML__zip_csv__BM056,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,storage cue,BOLD,warm_interest,anak_beli_untuk_parent,STANDBY_BEFORE_NEED,malam,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_073,MWTCB_25ML,MWTCB_HOOK_073,MWTCB_ANG_025,MWTCB_25ML__zip_csv__BM056,Sapu minyak herba cap burung untuk redakan kegatalan dengan cepat.,situation reason,SOFT,warm_interest,anak_beli_untuk_parent,STANDBY_BEFORE_NEED,malam,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_074,MWTCB_25ML,MWTCB_HOOK_074,MWTCB_ANG_025,MWTCB_25ML__zip_csv__BM056,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan gatal-gatal digigit nyamuk.,trust cue,SOFT,warm_interest,anak_beli_untuk_parent,STANDBY_BEFORE_NEED,malam,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_075,MWTCB_25ML,MWTCB_HOOK_075,MWTCB_ANG_025,MWTCB_25ML__zip_csv__BM056,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci kecemasan rumah.,storage cue,SOFT,warm_interest,anak_beli_untuk_parent,STANDBY_BEFORE_NEED,malam,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_076,MWTCB_25ML,MWTCB_HOOK_076,MWTCB_ANG_026,MWTCB_25ML__xlsx__BM003,Benda kecil ni selalu dicari bila satu rumah mula mengadu lenguh.,situation reason,MODERATE,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_077,MWTCB_25ML,MWTCB_HOOK_077,MWTCB_ANG_026,MWTCB_25ML__xlsx__BM003,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,MODERATE,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_078,MWTCB_25ML,MWTCB_HOOK_078,MWTCB_ANG_026,MWTCB_25ML__xlsx__BM003,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_079,MWTCB_25ML,MWTCB_HOOK_079,MWTCB_ANG_027,MWTCB_25ML__xlsx__BM003,Jangan biar dekorasi moden buat kau lupa barang standby paling berguna.,standby cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_080,MWTCB_25ML,MWTCB_HOOK_080,MWTCB_ANG_027,MWTCB_25ML__xlsx__BM003,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_081,MWTCB_25ML,MWTCB_HOOK_081,MWTCB_ANG_027,MWTCB_25ML__xlsx__BM003,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_082,MWTCB_25ML,MWTCB_HOOK_082,MWTCB_ANG_028,MWTCB_25ML__xlsx__BM013,Jangan tunggu perut memulas baru nak sedar hiasan tak boleh hilangkan senak.,situation reason,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_083,MWTCB_25ML,MWTCB_HOOK_083,MWTCB_ANG_028,MWTCB_25ML__xlsx__BM013,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_084,MWTCB_25ML,MWTCB_HOOK_084,MWTCB_ANG_028,MWTCB_25ML__xlsx__BM013,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_085,MWTCB_25ML,MWTCB_HOOK_085,MWTCB_ANG_029,MWTCB_25ML__xlsx__BM013,Simpan satu botol Cap Burung di rumah supaya tidak menyusahkan orang lain.,situation reason,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_086,MWTCB_25ML,MWTCB_HOOK_086,MWTCB_ANG_029,MWTCB_25ML__xlsx__BM013,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_087,MWTCB_25ML,MWTCB_HOOK_087,MWTCB_ANG_029,MWTCB_25ML__xlsx__BM013,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,family_home_buyer,FAMILY_HOME,rumah,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_088,MWTCB_25ML,MWTCB_HOOK_088,MWTCB_ANG_030,MWTCB_25ML__xlsx__BM016,Cap merah minyak hijau ni memang penyelamat urat satu keluarga.,situation reason,MODERATE,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_089,MWTCB_25ML,MWTCB_HOOK_089,MWTCB_ANG_030,MWTCB_25ML__xlsx__BM016,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_090,MWTCB_25ML,MWTCB_HOOK_090,MWTCB_ANG_030,MWTCB_25ML__xlsx__BM016,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_091,MWTCB_25ML,MWTCB_HOOK_091,MWTCB_ANG_031,MWTCB_25ML__xlsx__BM016,Jadi hero rumah yang sediakan barang standby sebelum diminta.,standby cue,BOLD,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_092,MWTCB_25ML,MWTCB_HOOK_092,MWTCB_ANG_031,MWTCB_25ML__xlsx__BM016,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_093,MWTCB_25ML,MWTCB_HOOK_093,MWTCB_ANG_031,MWTCB_25ML__xlsx__BM016,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,universal_household,FAMILY_HOME,rumah,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_094,MWTCB_25ML,MWTCB_HOOK_094,MWTCB_ANG_032,MWTCB_25ML__xlsx__BM017,Bagi mereka minyak warisan yang mereka memang guna dan kenal.,situation reason,MODERATE,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_095,MWTCB_25ML,MWTCB_HOOK_095,MWTCB_ANG_032,MWTCB_25ML__xlsx__BM017,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,MODERATE,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_096,MWTCB_25ML,MWTCB_HOOK_096,MWTCB_ANG_032,MWTCB_25ML__xlsx__BM017,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_097,MWTCB_25ML,MWTCB_HOOK_097,MWTCB_ANG_033,MWTCB_25ML__xlsx__BM017,Poskan set minyak Cap Burung terus ke pintu rumah mereka.,situation reason,SOFT,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_098,MWTCB_25ML,MWTCB_HOOK_098,MWTCB_ANG_033,MWTCB_25ML__xlsx__BM017,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_099,MWTCB_25ML,MWTCB_HOOK_099,MWTCB_ANG_033,MWTCB_25ML__xlsx__BM017,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,warm_interest,family_home_buyer,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_100,MWTCB_25ML,MWTCB_HOOK_100,MWTCB_ANG_034,MWTCB_25ML__xlsx__BM022,Sebab tu mak-mak bijak sentiasa standby minyak cap merah ni.,standby cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_101,MWTCB_25ML,MWTCB_HOOK_101,MWTCB_ANG_034,MWTCB_25ML__xlsx__BM022,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_102,MWTCB_25ML,MWTCB_HOOK_102,MWTCB_ANG_034,MWTCB_25ML__xlsx__BM022,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_103,MWTCB_25ML,MWTCB_HOOK_103,MWTCB_ANG_035,MWTCB_25ML__xlsx__BM022,Sapu lembut herba asli minyak cap burung untuk redakan bengkak.,situation reason,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_104,MWTCB_25ML,MWTCB_HOOK_104,MWTCB_ANG_035,MWTCB_25ML__xlsx__BM022,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_105,MWTCB_25ML,MWTCB_HOOK_105,MWTCB_ANG_035,MWTCB_25ML__xlsx__BM022,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_106,MWTCB_25ML,MWTCB_HOOK_106,MWTCB_ANG_036,MWTCB_25ML__xlsx__BM042,"Itu bukan lengkap, itu cuma nampak penuh dengan produk OEM.",situation reason,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_107,MWTCB_25ML,MWTCB_HOOK_107,MWTCB_ANG_036,MWTCB_25ML__xlsx__BM042,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_108,MWTCB_25ML,MWTCB_HOOK_108,MWTCB_ANG_036,MWTCB_25ML__xlsx__BM042,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_109,MWTCB_25ML,MWTCB_HOOK_109,MWTCB_ANG_037,MWTCB_25ML__xlsx__BM042,Sediakan minyak Cap Burung di tempat mudah dilihat tetamu.,situation reason,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_110,MWTCB_25ML,MWTCB_HOOK_110,MWTCB_ANG_037,MWTCB_25ML__xlsx__BM042,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_111,MWTCB_25ML,MWTCB_HOOK_111,MWTCB_ANG_037,MWTCB_25ML__xlsx__BM042,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_112,MWTCB_25ML,MWTCB_HOOK_112,MWTCB_ANG_038,MWTCB_25ML__zip_csv__BM003,Bagi mereka formula asli sejak 1958 yang terbukti berkesan.,situation reason,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_113,MWTCB_25ML,MWTCB_HOOK_113,MWTCB_ANG_038,MWTCB_25ML__zip_csv__BM003,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_114,MWTCB_25ML,MWTCB_HOOK_114,MWTCB_ANG_038,MWTCB_25ML__zip_csv__BM003,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_115,MWTCB_25ML,MWTCB_HOOK_115,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,Senang sapu sendi lenguh semasa mendengar kuliah agama.,situation reason,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_116,MWTCB_25ML,MWTCB_HOOK_116,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_117,MWTCB_25ML,MWTCB_HOOK_117,MWTCB_ANG_039,MWTCB_25ML__zip_csv__BM003,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_118,MWTCB_25ML,MWTCB_HOOK_118,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,Minyak Cap Burung formula asli urut membantu melonggarkan urat sendi lutut.,situation reason,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_119,MWTCB_25ML,MWTCB_HOOK_119,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_120,MWTCB_25ML,MWTCB_HOOK_120,MWTCB_ANG_040,MWTCB_25ML__zip_csv__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_121,MWTCB_25ML,MWTCB_HOOK_121,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,Urut dengan minyak hijau pekat Cap Burung sebelum tidur.,situation reason,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_122,MWTCB_25ML,MWTCB_HOOK_122,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh pinggang.,trust cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_123,MWTCB_25ML,MWTCB_HOOK_123,MWTCB_ANG_041,MWTCB_25ML__zip_csv__BM014,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,gift_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_124,MWTCB_25ML,MWTCB_HOOK_124,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Minyak hijau herba pekat Cap Burung melonggarkan urat sendi lutut.,situation reason,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_125,MWTCB_25ML,MWTCB_HOOK_125,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_126,MWTCB_25ML,MWTCB_HOOK_126,MWTCB_ANG_042,MWTCB_25ML__zip_csv__BM018,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_127,MWTCB_25ML,MWTCB_HOOK_127,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Selesa urut sendi sebelum takbir solat.,situation reason,SOFT,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_128,MWTCB_25ML,MWTCB_HOOK_128,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_129,MWTCB_25ML,MWTCB_HOOK_129,MWTCB_ANG_043,MWTCB_25ML__zip_csv__BM018,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,gift_buyer,mak_mak,FAMILY_HOME,rumah,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_130,MWTCB_25ML,MWTCB_HOOK_130,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Sapu lembut minyak Cap Burung di perut dan betis anak.,situation reason,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_131,MWTCB_25ML,MWTCB_HOOK_131,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut kembung anak.,trust cue,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_132,MWTCB_25ML,MWTCB_HOOK_132,MWTCB_ANG_044,MWTCB_25ML__zip_csv__BM024,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_133,MWTCB_25ML,MWTCB_HOOK_133,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Petua orang lama yang sentiasa betul menjaga perut anak.,situation reason,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_134,MWTCB_25ML,MWTCB_HOOK_134,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_135,MWTCB_25ML,MWTCB_HOOK_135,MWTCB_ANG_045,MWTCB_25ML__zip_csv__BM024,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,repeat_buyer,anak_beli_untuk_parent,FAMILY_HOME,balik_kampung,family_responsibility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_136,MWTCB_25ML,MWTCB_HOOK_136,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Minyak angin Cap Burung bertahan sejak 1958 bukan sebab marketing viral seminggu.,situation reason,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_137,MWTCB_25ML,MWTCB_HOOK_137,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_138,MWTCB_25ML,MWTCB_HOOK_138,MWTCB_ANG_046,MWTCB_25ML__xlsx__BM004,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_139,MWTCB_25ML,MWTCB_HOOK_139,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Bertahan sejak 1958 kerana kualiti herba yang tidak pernah berubah.,situation reason,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_140,MWTCB_25ML,MWTCB_HOOK_140,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan terseliuh ringan.,trust cue,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_141,MWTCB_25ML,MWTCB_HOOK_141,MWTCB_ANG_047,MWTCB_25ML__xlsx__BM004,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,gift_buyer,anak_beli_untuk_parent,NOSTALGIA_TRUST,balik_kampung,gift_utility,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
